location_name,map_id,reporting_year,sum_isolates,overall_prev,woah_region,antimicrobial_class,pathogen
ETHIOPIA,ETH,2014,14,0.0,Africa,Aminoglycosides,E. coli
ETHIOPIA,ETH,2014,16,0.9180888806999999,Africa,Aminopenicillins,E. coli
ETHIOPIA,ETH,2014,154,0.0,Africa,Fluoroquinolones,E. coli
ETHIOPIA,ETH,2014,110,0.11835760540000001,Africa,Fluoroquinolones,Non-typhoidal Salmonella
ETHIOPIA,ETH,2014,5,0.39171792240000003,Africa,Macrolides,S. aureus
ETHIOPIA,ETH,2015,147,0.1387159306,Africa,Fluoroquinolones,Non-typhoidal Salmonella
ETHIOPIA,ETH,2015,41,0.06855063643,Africa,Fluoroquinolones,S. aureus
ETHIOPIA,ETH,2015,41,0.6659204680999999,Africa,Macrolides,S. aureus
ETHIOPIA,ETH,2016,57,0.4954235209,Africa,Aminoglycosides,E. coli
ETHIOPIA,ETH,2016,57,0.5060924408999999,Africa,Aminopenicillins,E. coli
ETHIOPIA,ETH,2016,52,0.0,Africa,Fluoroquinolones,E. coli
ETHIOPIA,ETH,2016,89,0.04929483968000001,Africa,Fluoroquinolones,Non-typhoidal Salmonella
ETHIOPIA,ETH,2017,51,0.7108528181,Africa,Aminoglycosides,E. coli
ETHIOPIA,ETH,2017,40,0.7638499487,Africa,Aminopenicillins,E. coli
ETHIOPIA,ETH,2017,51,0.1161712466,Africa,Fluoroquinolones,E. coli
ETHIOPIA,ETH,2017,107,0.0,Africa,Macrolides,S. aureus
ETHIOPIA,ETH,2017,40,0.0,Africa,Third generation cephalosporins,E. coli
FINLAND,FIN,2016,184,0.0,Europe,Aminoglycosides,E. coli
FINLAND,FIN,2016,184,0.02484861654,Europe,Aminopenicillins,E. coli
FINLAND,FIN,2016,368,0.01087126974,Europe,Fluoroquinolones,E. coli
FINLAND,FIN,2016,10,0.09525303004999999,Europe,Fluoroquinolones,Non-typhoidal Salmonella
FINLAND,FIN,2016,368,0.00155303853,Europe,Third generation cephalosporins,E. coli
FINLAND,FIN,2017,175,0.0,Europe,Aminoglycosides,E. coli
FINLAND,FIN,2017,175,0.02160408315,Europe,Aminopenicillins,E. coli
FINLAND,FIN,2017,175,0.0,Europe,Fluoroquinolones,E. coli
FINLAND,FIN,2017,6,0.0,Europe,Fluoroquinolones,Non-typhoidal Salmonella
FINLAND,FIN,2017,175,0.0,Europe,Third generation cephalosporins,E. coli
FINLAND,FIN,2018,173,0.0033035733,Europe,Aminoglycosides,E. coli
FINLAND,FIN,2018,173,0.03799109292,Europe,Aminopenicillins,E. coli
FINLAND,FIN,2018,346,0.016517866489999998,Europe,Fluoroquinolones,E. coli
FINLAND,FIN,2018,173,0.00165178665,Europe,Third generation cephalosporins,E. coli
FINLAND,FIN,2019,174,0.0,Europe,Aminoglycosides,E. coli
FINLAND,FIN,2019,174,0.023176794190000002,Europe,Aminopenicillins,E. coli
FINLAND,FIN,2020,170,0.00168093582,Europe,Aminoglycosides,E. coli
FINLAND,FIN,2020,170,0.01176655077,Europe,Aminopenicillins,E. coli
FRANCE,FRA,2016,188,0.00592458214,Europe,Aminoglycosides,E. coli
FRANCE,FRA,2016,188,0.10368018749999999,Europe,Aminopenicillins,E. coli
FRANCE,FRA,2016,564,0.06615783393,Europe,Fluoroquinolones,E. coli
FRANCE,FRA,2016,121,0.0061367572599999995,Europe,Fluoroquinolones,Non-typhoidal Salmonella
FRANCE,FRA,2016,564,0.0069120125,Europe,Third generation cephalosporins,E. coli
FRANCE,FRA,2017,414,0.027079175530000003,Europe,Aminoglycosides,E. coli
FRANCE,FRA,2017,414,0.33048720600000003,Europe,Aminopenicillins,E. coli
FRANCE,FRA,2017,1242,0.06715461131,Europe,Fluoroquinolones,E. coli
FRANCE,FRA,2017,222,0.03767821812,Europe,Fluoroquinolones,Non-typhoidal Salmonella
FRANCE,FRA,2017,1242,0.0,Europe,Third generation cephalosporins,E. coli
FRANCE,FRA,2018,221,0.00587990204,Europe,Aminoglycosides,E. coli
FRANCE,FRA,2018,221,0.08735854455,Europe,Aminopenicillins,E. coli
FRANCE,FRA,2018,663,0.07055882443,Europe,Fluoroquinolones,E. coli
FRANCE,FRA,2018,423,0.00263314762,Europe,Fluoroquinolones,Non-typhoidal Salmonella
FRANCE,FRA,2018,442,0.00419993003,Europe,Third generation cephalosporins,E. coli
FRANCE,FRA,2019,341,0.045027366750000006,Europe,Aminoglycosides,E. coli
FRANCE,FRA,2019,341,0.276899632,Europe,Aminopenicillins,E. coli
FRANCE,FRA,2019,247,0.01505662367,Europe,Fluoroquinolones,Non-typhoidal Salmonella
FRANCE,FRA,2020,222,0.00501721371,Europe,Aminoglycosides,E. coli
FRANCE,FRA,2020,222,0.06940478962,Europe,Aminopenicillins,E. coli
FRANCE,FRA,2020,439,0.00380576803,Europe,Fluoroquinolones,Non-typhoidal Salmonella
GABON,GAB,2012,17,0.1471120102,Africa,Aminoglycosides,E. coli
GABON,GAB,2012,17,0.02521920174,Africa,Aminopenicillins with beta-lactamase inhibitors,E. coli
GABON,GAB,2012,17,0.1975504137,Africa,Fluoroquinolones,E. coli
GABON,GAB,2012,17,0.2984272206,Africa,Third generation cephalosporins,E. coli
GAMBIA,GMB,2008,15,0.0,Africa,Fluoroquinolones,Non-typhoidal Salmonella
GERMANY,DEU,2016,640,0.00642449575,Europe,Aminoglycosides,E. coli
GERMANY,DEU,2016,640,0.10561871010000001,Europe,Aminopenicillins,E. coli
GERMANY,DEU,2016,1920,0.08249052540999999,Europe,Fluoroquinolones,E. coli
GERMANY,DEU,2016,166,0.04755674925,Europe,Fluoroquinolones,Non-typhoidal Salmonella
GERMANY,DEU,2016,1920,0.0038546974499999997,Europe,Third generation cephalosporins,E. coli
GERMANY,DEU,2017,679,0.02312524459,Europe,Aminoglycosides,E. coli
GERMANY,DEU,2017,679,0.2820731045,Europe,Aminopenicillins,E. coli
GERMANY,DEU,2017,2037,0.06308886775,Europe,Fluoroquinolones,E. coli
GERMANY,DEU,2017,80,0.02761593477,Europe,Fluoroquinolones,Non-typhoidal Salmonella
GERMANY,DEU,2017,2037,0.016222719910000002,Europe,Third generation cephalosporins,E. coli
GERMANY,DEU,2018,214,0.01152806714,Europe,Aminoglycosides,E. coli
GERMANY,DEU,2018,214,0.10682675550000001,Europe,Aminopenicillins,E. coli
GERMANY,DEU,2018,642,0.09145599928999999,Europe,Fluoroquinolones,E. coli
GERMANY,DEU,2018,178,0.03141506236,Europe,Fluoroquinolones,Non-typhoidal Salmonella
GERMANY,DEU,2018,428,0.00230561343,Europe,Third generation cephalosporins,E. coli
GERMANY,DEU,2019,463,0.0144774214,Europe,Aminoglycosides,E. coli
GERMANY,DEU,2019,463,0.2887012175,Europe,Aminopenicillins,E. coli
GERMANY,DEU,2019,15,0.0,Europe,Fluoroquinolones,Non-typhoidal Salmonella
GERMANY,DEU,2020,214,0.01537075618,Europe,Aminoglycosides,E. coli
GERMANY,DEU,2020,214,0.1052896799,Europe,Aminopenicillins,E. coli
GERMANY,DEU,2020,118,0.02508820035,Europe,Fluoroquinolones,Non-typhoidal Salmonella
GHANA,GHA,2012,218,0.00466459053,Africa,Aminoglycosides,E. coli
GHANA,GHA,2012,218,0.1819190308,Africa,Aminopenicillins,E. coli
GHANA,GHA,2012,218,0.020213225640000002,Africa,Aminopenicillins with beta-lactamase inhibitors,E. coli
GHANA,GHA,2012,1090,0.08085290256000001,Africa,Fluoroquinolones,E. coli
GHANA,GHA,2012,654,0.052865359370000004,Africa,Third generation cephalosporins,E. coli
GHANA,GHA,2014,45,0.0,Africa,Fluoroquinolones,Non-typhoidal Salmonella
GHANA,GHA,2015,19,0.01554863511,Africa,Aminoglycosides,E. coli
GHANA,GHA,2015,19,0.1959128024,Africa,Fluoroquinolones,E. coli
GREECE,GRC,2016,170,0.07888505038,Europe,Aminoglycosides,E. coli
GREECE,GRC,2016,170,0.4620410092,Europe,Aminopenicillins,E. coli
GREECE,GRC,2016,510,0.5634646454,Europe,Fluoroquinolones,E. coli
GREECE,GRC,2016,86,0.1559355647,Europe,Fluoroquinolones,Non-typhoidal Salmonella
GREECE,GRC,2016,510,0.01502572387,Europe,Third generation cephalosporins,E. coli
GREECE,GRC,2017,170,0.01207189798,Europe,Aminoglycosides,E. coli
GREECE,GRC,2017,170,0.07544936238,Europe,Aminopenicillins,E. coli
GREECE,GRC,2017,510,0.012826391610000001,Europe,Fluoroquinolones,E. coli
GREECE,GRC,2017,52,0.17192895589999999,Europe,Fluoroquinolones,Non-typhoidal Salmonella
GREECE,GRC,2017,510,0.0007544936200000001,Europe,Third generation cephalosporins,E. coli
GREECE,GRC,2018,170,0.1014236362,Europe,Aminoglycosides,E. coli
GREECE,GRC,2018,170,0.5221439046999999,Europe,Aminopenicillins,E. coli
GREECE,GRC,2018,510,0.5784903692000001,Europe,Fluoroquinolones,E. coli
GREECE,GRC,2018,74,0.302037355,Europe,Fluoroquinolones,Non-typhoidal Salmonella
GREECE,GRC,2018,340,0.00375643097,Europe,Third generation cephalosporins,E. coli
GREECE,GRC,2019,146,0.00614963981,Europe,Aminoglycosides,E. coli
GREECE,GRC,2019,146,0.08433791741,Europe,Aminopenicillins,E. coli
GREECE,GRC,2019,41,0.1869053458,Europe,Fluoroquinolones,Non-typhoidal Salmonella
GREECE,GRC,2020,170,0.1126929291,Europe,Aminoglycosides,E. coli
GREECE,GRC,2020,170,0.4657974402,Europe,Aminopenicillins,E. coli
GREECE,GRC,2020,39,0.2783611667,Europe,Fluoroquinolones,Non-typhoidal Salmonella
GRENADA,GRD,2008,55,0.01983147292,Americas,Aminoglycosides,E. coli
GRENADA,GRD,2008,55,0.2231040703,Americas,Aminopenicillins,E. coli
GRENADA,GRD,2008,55,0.1239467057,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
HUNGARY,HUN,2016,170,0.0179358372,Europe,Aminoglycosides,E. coli
HUNGARY,HUN,2016,170,0.24853945840000002,Europe,Aminopenicillins,E. coli
HUNGARY,HUN,2016,510,0.35359221920000006,Europe,Fluoroquinolones,E. coli
HUNGARY,HUN,2016,337,0.29986834219999997,Europe,Fluoroquinolones,Non-typhoidal Salmonella
HUNGARY,HUN,2016,510,0.03074714949,Europe,Third generation cephalosporins,E. coli
HUNGARY,HUN,2017,170,0.00653115864,Europe,Aminoglycosides,E. coli
HUNGARY,HUN,2017,170,0.1654560188,Europe,Aminopenicillins,E. coli
HUNGARY,HUN,2017,510,0.028301687430000003,Europe,Fluoroquinolones,E. coli
HUNGARY,HUN,2017,19,0.0,Europe,Fluoroquinolones,Non-typhoidal Salmonella
HUNGARY,HUN,2017,510,0.00435410576,Europe,Third generation cephalosporins,E. coli
HUNGARY,HUN,2018,170,0.03587167441,Europe,Aminoglycosides,E. coli
HUNGARY,HUN,2018,170,0.2177923089,Europe,Aminopenicillins,E. coli
HUNGARY,HUN,2018,340,0.36640353140000004,Europe,Fluoroquinolones,E. coli
HUNGARY,HUN,2018,292,0.3520478418,Europe,Fluoroquinolones,Non-typhoidal Salmonella
HUNGARY,HUN,2018,340,0.012811312290000001,Europe,Third generation cephalosporins,E. coli
HUNGARY,HUN,2019,170,0.01741642303,Europe,Aminoglycosides,E. coli
HUNGARY,HUN,2019,170,0.180695389,Europe,Aminopenicillins,E. coli
HUNGARY,HUN,2019,30,0.04934653192,Europe,Fluoroquinolones,Non-typhoidal Salmonella
HUNGARY,HUN,2020,170,0.038433936860000004,Europe,Aminoglycosides,E. coli
HUNGARY,HUN,2020,170,0.2229168338,Europe,Aminopenicillins,E. coli
HUNGARY,HUN,2020,321,0.3718074308,Europe,Fluoroquinolones,Non-typhoidal Salmonella
ICELAND,ISL,2016,115,0.0,Europe,Aminoglycosides,E. coli
ICELAND,ISL,2016,115,0.05729093368,Europe,Aminopenicillins,E. coli
ICELAND,ISL,2016,115,0.00348259969,Europe,Fluoroquinolones,E. coli
ICELAND,ISL,2016,115,0.0,Europe,Third generation cephalosporins,E. coli
ICELAND,ISL,2017,68,0.0,Europe,Aminoglycosides,E. coli
ICELAND,ISL,2017,68,0.02247947195,Europe,Aminopenicillins,E. coli
ICELAND,ISL,2017,68,0.006743841590000001,Europe,Fluoroquinolones,E. coli
ICELAND,ISL,2017,18,0.0,Europe,Fluoroquinolones,Non-typhoidal Salmonella
ICELAND,ISL,2017,68,0.0,Europe,Third generation cephalosporins,E. coli
ICELAND,ISL,2018,78,0.0,Europe,Aminoglycosides,E. coli
ICELAND,ISL,2018,78,0.07134864485999999,Europe,Aminopenicillins,E. coli
ICELAND,ISL,2018,78,0.0041969791099999995,Europe,Fluoroquinolones,E. coli
ICELAND,ISL,2018,78,0.0,Europe,Third generation cephalosporins,E. coli
ICELAND,ISL,2019,14,0.0,Europe,Aminoglycosides,E. coli
ICELAND,ISL,2019,14,0.032755802,Europe,Aminopenicillins,E. coli
ICELAND,ISL,2019,10,0.0,Europe,Fluoroquinolones,Non-typhoidal Salmonella
ICELAND,ISL,2020,85,0.0038513455400000004,Europe,Aminoglycosides,E. coli
ICELAND,ISL,2020,85,0.02310807322,Europe,Aminopenicillins,E. coli
ICELAND,ISL,2020,20,0.01636821853,Europe,Fluoroquinolones,Non-typhoidal Salmonella
INDIA,IND,2000,99,0.1165478156,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2000,99,0.152491328,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2000,92,0.07588523091,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2000,80,0.04496357587,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
INDIA,IND,2000,41,0.1764699483,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
INDIA,IND,2001,223,0.2313605686,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2001,79,0.0,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2001,223,0.009581800940000001,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2002,25,0.7122472033,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2002,25,0.5638623693,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2002,25,0.3858005685,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2002,5,0.148384834,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
INDIA,IND,2003,103,0.03594370494,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2003,100,0.296769668,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2003,103,0.007131115810000001,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2003,13,0.0,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
INDIA,IND,2004,103,0.40069490680000003,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2004,81,0.1522959828,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2004,267,0.1513592416,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2004,59,0.148384834,"Asia, Far East and Oceania",Macrolides,S. aureus
INDIA,IND,2004,40,0.2521658337,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
INDIA,IND,2005,408,0.5417528172,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2005,393,0.43639600559999997,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2005,226,0.3041889097,"Asia, Far East and Oceania",Aminopenicillins with beta-lactamase inhibitors,E. coli
INDIA,IND,2005,379,0.16352344330000002,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2005,92,0.00725218966,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
INDIA,IND,2005,236,0.2932172345,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
INDIA,IND,2005,218,0.4570320954,"Asia, Far East and Oceania",Macrolides,S. aureus
INDIA,IND,2006,164,0.1092060205,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2006,110,0.7865969561999999,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2006,110,0.07577455334,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2006,164,0.2037795998,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
INDIA,IND,2007,258,0.8958800656,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2007,426,0.8383973620999999,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2007,1158,0.1522682347,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2007,30,0.0,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
INDIA,IND,2007,154,0.2382412785,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
INDIA,IND,2007,102,0.09186106899,"Asia, Far East and Oceania",Macrolides,S. aureus
INDIA,IND,2007,37,0.2021242063,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
INDIA,IND,2008,459,0.4149807626,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2008,380,0.5561168603,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2008,102,0.2934237355,"Asia, Far East and Oceania",Aminopenicillins with beta-lactamase inhibitors,E. coli
INDIA,IND,2008,1850,0.03969116096,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2008,47,0.06285231036,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
INDIA,IND,2008,223,0.1504475828,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
INDIA,IND,2008,24,0.33015625569999996,"Asia, Far East and Oceania",Macrolides,S. aureus
INDIA,IND,2008,323,0.038106656440000004,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
INDIA,IND,2009,842,0.5267349947000001,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2009,816,0.551905895,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2009,12,0.1929002842,"Asia, Far East and Oceania",Aminopenicillins with beta-lactamase inhibitors,E. coli
INDIA,IND,2009,730,0.3503861007,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2009,114,0.01125997868,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
INDIA,IND,2009,154,0.06234090105,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
INDIA,IND,2009,1824,0.10842912610000001,"Asia, Far East and Oceania",Macrolides,S. aureus
INDIA,IND,2009,788,0.18018166300000002,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
INDIA,IND,2010,603,0.4946474875,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2010,585,0.6234074347,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2010,585,0.236967913,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2010,138,0.6709165283,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
INDIA,IND,2010,85,0.1696510888,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
INDIA,IND,2010,81,0.027570268539999998,"Asia, Far East and Oceania",Macrolides,S. aureus
INDIA,IND,2010,513,0.5773758695,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
INDIA,IND,2011,1455,0.4487053158,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2011,1544,0.601364517,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2011,757,0.3713904248,"Asia, Far East and Oceania",Aminopenicillins with beta-lactamase inhibitors,E. coli
INDIA,IND,2011,11095,0.3180310402,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2011,255,0.07998264593,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
INDIA,IND,2011,92,0.4274128371,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
INDIA,IND,2011,1679,0.36093135340000004,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
INDIA,IND,2012,302,0.3888980495,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2012,267,0.6664049494,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2012,27,0.6056299521999999,"Asia, Far East and Oceania",Aminopenicillins with beta-lactamase inhibitors,E. coli
INDIA,IND,2012,2548,0.32998513770000004,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2012,121,0.009801704789999999,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
INDIA,IND,2012,259,0.2753970374,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
INDIA,IND,2012,200,0.41270277800000005,"Asia, Far East and Oceania",Macrolides,S. aureus
INDIA,IND,2012,136,0.3909866494,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
INDIA,IND,2013,1140,0.4453046551,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2013,1077,0.6380175424,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2013,322,0.43576979629999996,"Asia, Far East and Oceania",Aminopenicillins with beta-lactamase inhibitors,E. coli
INDIA,IND,2013,3550,0.35147613450000004,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2013,183,0.1933917242,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
INDIA,IND,2013,280,0.16591327190000002,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
INDIA,IND,2013,130,0.2733872216,"Asia, Far East and Oceania",Macrolides,S. aureus
INDIA,IND,2013,828,0.36042512860000003,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
INDIA,IND,2014,1697,0.1028153347,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2014,1639,0.6115954028,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2014,48,0.9140074509999999,"Asia, Far East and Oceania",Aminopenicillins with beta-lactamase inhibitors,E. coli
INDIA,IND,2014,1711,0.3229835614,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2014,192,0.03661386574,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
INDIA,IND,2014,252,0.15763905490000002,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
INDIA,IND,2014,483,0.1301973699,"Asia, Far East and Oceania",Macrolides,S. aureus
INDIA,IND,2014,1678,0.238179111,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
INDIA,IND,2015,1274,0.3176007453,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2015,1035,0.4118537295,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2015,106,0.1558040757,"Asia, Far East and Oceania",Aminopenicillins with beta-lactamase inhibitors,E. coli
INDIA,IND,2015,2295,0.1090328122,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2015,348,0.05896797048,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
INDIA,IND,2015,348,0.5331604560000001,"Asia, Far East and Oceania",Macrolides,S. aureus
INDIA,IND,2015,1068,0.3401413263,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
INDIA,IND,2016,81,0.009801704789999999,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2016,175,0.2531664252,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDIA,IND,2016,94,0.08903090041,"Asia, Far East and Oceania",Aminopenicillins with beta-lactamase inhibitors,E. coli
INDIA,IND,2016,476,0.3032895481,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
INDIA,IND,2016,221,0.1737493567,"Asia, Far East and Oceania",Macrolides,S. aureus
INDIA,IND,2016,310,0.6513636032,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
INDIA,IND,2017,27,0.2248178794,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
INDIA,IND,2018,12,0.4303160187,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDIA,IND,2018,12,0.6157970612,"Asia, Far East and Oceania",Aminopenicillins with beta-lactamase inhibitors,E. coli
INDIA,IND,2018,24,0.0,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDIA,IND,2018,12,0.6825702364999999,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
INDONESIA,IDN,2012,5,0.07330399511999999,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDONESIA,IDN,2012,5,0.2932159805,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDONESIA,IDN,2013,53,0.07976433157,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDONESIA,IDN,2014,86,0.0,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDONESIA,IDN,2014,86,0.3481939768,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDONESIA,IDN,2014,86,0.0,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
INDONESIA,IDN,2015,19,0.3078767795,"Asia, Far East and Oceania",Aminoglycosides,E. coli
INDONESIA,IDN,2015,19,0.3665199756,"Asia, Far East and Oceania",Aminopenicillins,E. coli
INDONESIA,IDN,2015,19,0.3665199756,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
IRAN (ISLAMIC REPUBLIC OF),IRN,2002,30,0.0,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
IRAN (ISLAMIC REPUBLIC OF),IRN,2003,10,0.24154089769999998,"Asia, Far East and Oceania",Macrolides,S. aureus
IRAN (ISLAMIC REPUBLIC OF),IRN,2004,545,0.4053291198,"Asia, Far East and Oceania",Aminoglycosides,E. coli
IRAN (ISLAMIC REPUBLIC OF),IRN,2004,528,0.6292776018,"Asia, Far East and Oceania",Aminopenicillins,E. coli
IRAN (ISLAMIC REPUBLIC OF),IRN,2004,528,0.5371106803,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
IRAN (ISLAMIC REPUBLIC OF),IRN,2006,1203,0.1345293082,"Asia, Far East and Oceania",Aminoglycosides,E. coli
IRAN (ISLAMIC REPUBLIC OF),IRN,2006,1203,0.3172727454,"Asia, Far East and Oceania",Aminopenicillins,E. coli
IRAN (ISLAMIC REPUBLIC OF),IRN,2006,80,0.02186196353,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
IRAN (ISLAMIC REPUBLIC OF),IRN,2007,1100,0.2288282188,"Asia, Far East and Oceania",Aminoglycosides,E. coli
IRAN (ISLAMIC REPUBLIC OF),IRN,2007,1100,0.1906901824,"Asia, Far East and Oceania",Aminopenicillins,E. coli
IRAN (ISLAMIC REPUBLIC OF),IRN,2007,123,0.05720705471,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
IRAN (ISLAMIC REPUBLIC OF),IRN,2008,1100,0.2669662553,"Asia, Far East and Oceania",Aminoglycosides,E. coli
IRAN (ISLAMIC REPUBLIC OF),IRN,2008,1100,0.184333843,"Asia, Far East and Oceania",Aminopenicillins,E. coli
IRAN (ISLAMIC REPUBLIC OF),IRN,2008,14,0.0,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
IRAN (ISLAMIC REPUBLIC OF),IRN,2009,1136,0.38138036470000003,"Asia, Far East and Oceania",Aminoglycosides,E. coli
IRAN (ISLAMIC REPUBLIC OF),IRN,2009,1100,0.1906901824,"Asia, Far East and Oceania",Aminopenicillins,E. coli
IRAN (ISLAMIC REPUBLIC OF),IRN,2009,36,0.0,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
