location_name,map_id,reporting_year,antibiotic_pathogen_combo,sum_isolates,overall_prev,prop_2.5,prop_97.5,world_region
CYPRUS,CYP,2020,Fluoroquinolones & Non-typhoidal Salmonella,47,16.0584621,10.39700155,21.32874012,Asia
CZECHIA,CZE,2016,Aminoglycosides & E. coli,227,0.239660106,0.014148956,0.550183571,Europe
CZECHIA,CZE,2016,Aminopenicillins & E. coli,227,9.586404231,7.972144116,11.22369678,Europe
CZECHIA,CZE,2016,Fluoroquinolones & E. coli,681,18.09433799,17.09434274,19.12008339,Europe
CZECHIA,CZE,2016,Fluoroquinolones & Non-typhoidal Salmonella,246,21.42058703,14.14320828,35.64878484,Europe
CZECHIA,CZE,2016,Third generation cephalosporins & E. coli,681,0.119830053,0.058580649,0.29466087,Europe
CZECHIA,CZE,2017,Aminoglycosides & E. coli,180,0.140567923,0.010352097,0.400183851,Europe
CZECHIA,CZE,2017,Aminopenicillins & E. coli,180,9.558618783,7.844759581,11.2759756,Europe
CZECHIA,CZE,2017,Fluoroquinolones & E. coli,540,1.265111309,0.776843425,1.777923395,Europe
CZECHIA,CZE,2017,Fluoroquinolones & Non-typhoidal Salmonella,172,8.770826353,6.62831931,12.16567118,Europe
CZECHIA,CZE,2017,Third generation cephalosporins & E. coli,540,0.702839616,0.302055217,1.067316349,Europe
CZECHIA,CZE,2018,Aminoglycosides & E. coli,189,0.575691471,0.045741184,1.109530824,Europe
CZECHIA,CZE,2018,Aminopenicillins & E. coli,189,11.08206082,9.307259248,12.90463002,Europe
CZECHIA,CZE,2018,Fluoroquinolones & E. coli,567,20.00527862,18.85860842,21.13560053,Europe
CZECHIA,CZE,2018,Fluoroquinolones & Non-typhoidal Salmonella,173,7.746100305,5.664282654,9.807863865,Europe
CZECHIA,CZE,2018,Third generation cephalosporins & E. coli,378,0.0,0.000423314,0.003391015,Europe
CZECHIA,CZE,2019,Aminoglycosides & E. coli,313,0.080837783,0.005974888,0.231586982,Europe
CZECHIA,CZE,2019,Aminopenicillins & E. coli,313,8.002940551,6.780284929,9.223111441,Europe
CZECHIA,CZE,2019,Fluoroquinolones & Non-typhoidal Salmonella,157,12.91993563,9.643796206,18.11309482,Europe
CZECHIA,CZE,2020,Aminoglycosides & E. coli,195,0.278988944,0.021345832,0.649487384,Europe
CZECHIA,CZE,2020,Aminopenicillins & E. coli,195,9.904107499,8.13947048,11.66089847,Europe
CZECHIA,CZE,2020,Fluoroquinolones & Non-typhoidal Salmonella,153,9.415876848,7.155033039,11.83187625,Europe
DENMARK,DNK,2016,Aminoglycosides & E. coli,452,1.580853486,0.20397336,3.166927146,Europe
DENMARK,DNK,2016,Aminopenicillins & E. coli,452,26.23411024,20.8841625,31.37733133,Europe
DENMARK,DNK,2016,Fluoroquinolones & E. coli,904,2.307876153,1.502572695,3.477401603,Europe
DENMARK,DNK,2016,Fluoroquinolones & E. faecalis,119,0.259410799,0.014615443,0.537125714,Europe
DENMARK,DNK,2016,Fluoroquinolones & Non-typhoidal Salmonella,253,0.0,0.006491023,0.023094733,Europe
DENMARK,DNK,2016,Third generation cephalosporins & E. coli,904,0.545391953,0.246505754,1.381237723,Europe
DENMARK,DNK,2017,Aminoglycosides & E. coli,468,2.024032386,0.49571939,3.679218792,Europe
DENMARK,DNK,2017,Aminopenicillins & E. coli,468,28.03504614,22.90538057,33.06458153,Europe
DENMARK,DNK,2017,Fluoroquinolones & E. coli,936,1.665831042,1.199343486,2.598392687,Europe
DENMARK,DNK,2017,Fluoroquinolones & Non-typhoidal Salmonella,134,0.0,0.00394576,0.018911577,Europe
DENMARK,DNK,2017,Third generation cephalosporins & E. coli,936,0.103038394,0.043294788,0.272651405,Europe
DENMARK,DNK,2018,Aminoglycosides & E. coli,413,0.600888791,0.14708189,1.561451596,Europe
DENMARK,DNK,2018,Aminopenicillins & E. coli,413,22.20631709,17.16151737,27.46431818,Europe
DENMARK,DNK,2018,Fluoroquinolones & E. coli,413,2.317556562,1.20896422,3.776502073,Europe
DENMARK,DNK,2018,Fluoroquinolones & Non-typhoidal Salmonella,128,0.0,0.002414917,0.01719072,Europe
DENMARK,DNK,2018,Third generation cephalosporins & E. coli,413,0.0,0.002186939,0.014289972,Europe
DENMARK,DNK,2019,Aminoglycosides & E. coli,521,1.180014576,0.412542134,2.314544231,Europe
DENMARK,DNK,2019,Aminopenicillins & E. coli,521,27.80396244,23.05884206,32.43291025,Europe
DENMARK,DNK,2019,Fluoroquinolones & Non-typhoidal Salmonella,133,1.286245214,0.095666365,3.56826771,Europe
DENMARK,DNK,2020,Aminoglycosides & E. coli,440,1.531303052,0.216621471,3.00946392,Europe
DENMARK,DNK,2020,Aminopenicillins & E. coli,440,26.68592121,21.55461388,31.86417385,Europe
DENMARK,DNK,2020,Fluoroquinolones & Non-typhoidal Salmonella,98,0.798427966,0.0678918,2.288362353,Europe
ECUADOR,ECU,2009,Fluoroquinolones & E. coli,1201,8.32704105,7.43894804,9.223434076,Americas
ECUADOR,ECU,2012,Aminoglycosides & E. coli,1245,3.33081642,2.723183688,3.924611585,Americas
ECUADOR,ECU,2012,Aminopenicillins & E. coli,1245,11.24150542,10.26584243,12.21100453,Americas
ECUADOR,ECU,2012,Aminopenicillins with beta-lactamase inhibitors & E. coli,1245,3.747168472,3.12681687,4.374863423,Americas
ECUADOR,ECU,2012,Fluoroquinolones & E. coli,1245,6.66163284,5.857692953,7.477625672,Americas
ECUADOR,ECU,2012,Third generation cephalosporins & E. coli,1245,0.416352052,0.200890596,0.636457305,Americas
ECUADOR,ECU,2013,Aminoglycosides & E. coli,1875,2.498112315,2.073486193,2.928649887,Americas
ECUADOR,ECU,2013,Aminopenicillins & E. coli,1875,11.65785747,10.85247532,12.46301586,Americas
ECUADOR,ECU,2013,Aminopenicillins with beta-lactamase inhibitors & E. coli,1875,5.412576682,4.807662768,6.008183942,Americas
ECUADOR,ECU,2013,Fluoroquinolones & E. coli,1875,4.99622463,4.415132147,5.582963745,Americas
ECUADOR,ECU,2013,Third generation cephalosporins & E. coli,1875,4.163520525,3.621724476,4.700898241,Americas
ECUADOR,ECU,2014,Fluoroquinolones & Non-typhoidal Salmonella,62,34.55722036,30.94514298,38.19346429,Americas
EGYPT,EGY,2010,Aminoglycosides & E. coli,82,49.14988157,17.23639176,81.63353013,Africa
EGYPT,EGY,2010,Aminopenicillins & E. coli,82,36.51941891,19.9399673,64.67878561,Africa
EGYPT,EGY,2010,Aminopenicillins with beta-lactamase inhibitors & E. coli,85,28.38891103,14.83366072,55.5808288,Africa
EGYPT,EGY,2010,Fluoroquinolones & E. coli,170,47.67010427,25.44461136,64.18271765,Africa
EGYPT,EGY,2010,Third generation cephalosporins & E. coli,54,24.01334931,7.447285956,52.26028528,Africa
EGYPT,EGY,2011,Fluoroquinolones & Non-typhoidal Salmonella,87,22.84731796,15.35020728,32.36342248,Africa
EGYPT,EGY,2012,Aminoglycosides & E. coli,355,49.08225858,44.08241688,54.42244962,Africa
EGYPT,EGY,2012,Aminopenicillins & E. coli,355,71.59322824,68.46157823,74.70605282,Africa
EGYPT,EGY,2012,Fluoroquinolones & E. coli,1420,39.9351471,36.89866953,43.24420173,Africa
EGYPT,EGY,2012,Fluoroquinolones & Non-typhoidal Salmonella,173,20.35408871,16.13193789,24.87268732,Africa
EGYPT,EGY,2012,Fluoroquinolones & S. aureus,702,14.63078905,11.54319327,17.73192233,Africa
EGYPT,EGY,2012,Macrolides & S. aureus,288,51.23070826,47.96631002,54.42714893,Africa
EGYPT,EGY,2012,Third generation cephalosporins & E. coli,222,1.583663597,0.721974286,2.458014144,Africa
EGYPT,EGY,2013,Aminoglycosides & E. coli,39,0.0,0.000291159,0.009633418,Africa
EGYPT,EGY,2013,Aminopenicillins & E. coli,39,24.38841939,20.41384885,28.35324202,Africa
EGYPT,EGY,2013,Fluoroquinolones & E. coli,429,0.0,0.003324815,0.006715139,Africa
EGYPT,EGY,2013,Fluoroquinolones & S. aureus,111,30.29559784,18.77100658,41.10261364,Africa
EGYPT,EGY,2013,Macrolides & S. aureus,111,36.88051018,25.41917181,48.80772472,Africa
EGYPT,EGY,2013,Third generation cephalosporins & E. coli,39,0.0,0.000185189,0.009620311,Africa
EGYPT,EGY,2014,Aminoglycosides & E. coli,37,61.36103822,42.98945845,80.92356154,Africa
EGYPT,EGY,2014,Aminopenicillins & E. coli,37,74.49467256,57.57290508,89.42812368,Africa
EGYPT,EGY,2014,Aminopenicillins with beta-lactamase inhibitors & E. coli,37,52.31190891,35.62217599,70.73141699,Africa
EGYPT,EGY,2014,Fluoroquinolones & E. coli,105,28.89523471,19.74602753,37.99884875,Africa
EGYPT,EGY,2014,Fluoroquinolones & Non-typhoidal Salmonella,24,0.0,0.000719663,0.026669678,Africa
EGYPT,EGY,2014,Macrolides & S. aureus,41,16.93361271,12.545988,21.69956729,Africa
EGYPT,EGY,2014,Third generation cephalosporins & E. coli,37,36.08598297,16.75307514,55.21582796,Africa
EGYPT,EGY,2015,Aminoglycosides & E. coli,30,63.52607824,57.58075664,68.05402504,Africa
EGYPT,EGY,2015,Aminopenicillins & E. coli,30,61.47684991,54.39879881,67.95155354,Africa
EGYPT,EGY,2015,Fluoroquinolones & E. coli,150,63.52607824,60.20590362,65.51332103,Africa
EGYPT,EGY,2015,Fluoroquinolones & Non-typhoidal Salmonella,13,21.07027078,5.028103411,40.57839412,Africa
EGYPT,EGY,2015,Fluoroquinolones & S. aureus,34,3.707635951,0.937821255,7.127185215,Africa
EGYPT,EGY,2015,Macrolides & S. aureus,14,6.651387108,0.386250272,13.08518719,Africa
EGYPT,EGY,2016,Aminoglycosides & E. coli,68,4.098456661,0.150600739,8.10107429,Africa
EGYPT,EGY,2016,Aminopenicillins & E. coli,12,5.38445623,0.332703974,11.73958337,Africa
EGYPT,EGY,2016,Aminopenicillins with beta-lactamase inhibitors & E. coli,68,10.24614165,4.120044322,16.26998757,Africa
EGYPT,EGY,2016,Fluoroquinolones & E. coli,204,5.464608881,2.505258299,8.596267753,Africa
EGYPT,EGY,2016,Fluoroquinolones & S. aureus,84,1.583663597,0.219056654,2.974221738,Africa
EGYPT,EGY,2016,Macrolides & S. aureus,84,4.750990791,2.427958741,7.025433995,Africa
EGYPT,EGY,2016,Third generation cephalosporins & E. coli,70,17.9731271,10.16973274,25.88897596,Africa
EGYPT,EGY,2017,Aminoglycosides & E. coli,91,9.501981582,6.684158411,12.26791163,Africa
EGYPT,EGY,2017,Aminopenicillins & E. coli,91,3.167327194,1.313931671,5.026045727,Africa
EGYPT,EGY,2017,Fluoroquinolones & S. aureus,160,12.9860415,10.66904265,15.28849394,Africa
EGYPT,EGY,2017,Macrolides & S. aureus,160,12.03584334,9.804002552,14.26348306,Africa
EGYPT,EGY,2018,Aminoglycosides & E. coli,73,4.098456661,0.554826874,7.51815876,Africa
EGYPT,EGY,2018,Aminopenicillins & E. coli,73,52.59686048,46.28640894,58.72321002,Africa
EGYPT,EGY,2018,Fluoroquinolones & E. coli,73,10.92921776,5.492101251,16.36954985,Africa
EGYPT,EGY,2018,Fluoroquinolones & S. aureus,25,15.20317053,9.300188269,21.05638419,Africa
EGYPT,EGY,2018,Macrolides & S. aureus,25,26.60554843,22.31024204,30.91172423,Africa
ESTONIA,EST,2016,Aminoglycosides & E. coli,73,0.346615204,0.030110424,0.995982846,Europe
ESTONIA,EST,2016,Aminopenicillins & E. coli,73,22.52998825,20.80510101,24.22512762,Europe
ESTONIA,EST,2016,Fluoroquinolones & E. coli,73,22.52998825,20.79865794,24.2738058,Europe
ESTONIA,EST,2016,Fluoroquinolones & E. faecalis,37,0.683862429,0.051959309,1.955685644,Europe
ESTONIA,EST,2016,Fluoroquinolones & E. faecium,64,5.13965357,2.783773671,7.520653146,Europe
ESTONIA,EST,2016,Fluoroquinolones & Non-typhoidal Salmonella,11,8.434303293,0.575228853,21.36778484,Europe
ESTONIA,EST,2016,Third generation cephalosporins & E. coli,73,0.0,0.000208891,0.005666197,Europe
ESTONIA,EST,2017,Aminoglycosides & E. coli,67,0.0,0.000196241,0.007210236,Europe
ESTONIA,EST,2017,Aminopenicillins & E. coli,67,5.488685145,2.766622675,8.120717253,Europe
ESTONIA,EST,2017,Fluoroquinolones & E. coli,67,0.457390429,0.04135773,1.306496276,Europe
ESTONIA,EST,2017,Fluoroquinolones & Non-typhoidal Salmonella,23,19.44728614,5.84800501,46.07048067,Europe
ESTONIA,EST,2017,Third generation cephalosporins & E. coli,67,0.0,0.000172237,0.007176196,Europe
ESTONIA,EST,2018,Aminoglycosides & E. coli,85,0.0,0.000155429,0.005285947,Europe
ESTONIA,EST,2018,Aminopenicillins & E. coli,85,18.15855886,15.90314445,20.4239664,Europe
ESTONIA,EST,2018,Fluoroquinolones & E. coli,85,22.02841566,20.32357511,23.72945527,Europe
ESTONIA,EST,2018,Fluoroquinolones & Non-typhoidal Salmonella,11,2.785923521,0.185212461,7.734497516,Europe
ESTONIA,EST,2018,Third generation cephalosporins & E. coli,85,0.0,0.000152156,0.005248616,Europe
ESTONIA,EST,2019,Aminoglycosides & E. coli,71,0.0,0.000148248,0.007001685,Europe
ESTONIA,EST,2019,Aminopenicillins & E. coli,71,7.769195172,4.866147024,10.74381358,Europe
ESTONIA,EST,2019,Fluoroquinolones & Non-typhoidal Salmonella,9,0.0,0.000553158,0.019509776,Europe
ESTONIA,EST,2020,Aminoglycosides & E. coli,82,0.0,0.000150201,0.005388223,Europe
ESTONIA,EST,2020,Aminopenicillins & E. coli,82,9.874306295,7.30851011,12.3962668,Europe
ESTONIA,EST,2020,Fluoroquinolones & Non-typhoidal Salmonella,9,8.434303293,0.3713121,21.47672221,Europe
ETHIOPIA,ETH,2000,Fluoroquinolones & Non-typhoidal Salmonella,50,0.0,0.004778762,0.033758036,Africa
ETHIOPIA,ETH,2002,Macrolides & S. aureus,17,51.90262472,30.08430272,73.62771392,Africa
ETHIOPIA,ETH,2004,Fluoroquinolones & Non-typhoidal Salmonella,51,0.081019572,0.005645245,0.184619757,Africa
ETHIOPIA,ETH,2005,Fluoroquinolones & Non-typhoidal Salmonella,94,0.015072493,0.011738515,0.01842339,Africa
ETHIOPIA,ETH,2005,Macrolides & S. aureus,85,1.958589612,0.156719827,4.768290671,Africa
ETHIOPIA,ETH,2007,Aminoglycosides & E. coli,31,31.33743379,16.42934035,46.64586979,Africa
ETHIOPIA,ETH,2007,Aminopenicillins & E. coli,31,6.855063643,0.398672729,15.37873443,Africa
ETHIOPIA,ETH,2007,Fluoroquinolones & E. coli,217,0.0,0.009695326,0.024393262,Africa
ETHIOPIA,ETH,2007,Fluoroquinolones & Non-typhoidal Salmonella,102,2.681339304,0.288477749,7.375622819,Africa
ETHIOPIA,ETH,2008,Aminoglycosides & E. coli,5,78.34358449,45.64174774,96.58510586,Africa
ETHIOPIA,ETH,2008,Aminopenicillins & E. coli,5,39.17179224,1.314454328,78.94175118,Africa
ETHIOPIA,ETH,2008,Macrolides & S. aureus,27,50.92332992,33.6133834,68.39573516,Africa
ETHIOPIA,ETH,2009,Macrolides & S. aureus,20,63.6541624,44.56292374,83.08969093,Africa
ETHIOPIA,ETH,2010,Aminopenicillins & E. coli,15,39.17179224,16.39612594,62.03913881,Africa
ETHIOPIA,ETH,2010,Fluoroquinolones & Non-typhoidal Salmonella,21,0.0,0.006157597,0.052114323,Africa
ETHIOPIA,ETH,2010,Fluoroquinolones & S. aureus,86,0.0,0.000534085,0.02027688,Africa
ETHIOPIA,ETH,2010,Macrolides & S. aureus,17,57.77839356,35.96962201,79.47275086,Africa
ETHIOPIA,ETH,2012,Fluoroquinolones & S. aureus,78,0.0,0.000657284,0.021363773,Africa
ETHIOPIA,ETH,2012,Macrolides & S. aureus,78,31.33743379,21.75985992,41.00529242,Africa
ETHIOPIA,ETH,2013,Fluoroquinolones & Non-typhoidal Salmonella,27,14.68942209,2.070050519,27.11875148,Africa
ETHIOPIA,ETH,2014,Aminoglycosides & E. coli,14,0.0,0.000822309,0.050305717,Africa
ETHIOPIA,ETH,2014,Aminopenicillins & E. coli,16,91.80888807,85.94391254,97.60516901,Africa
ETHIOPIA,ETH,2014,Fluoroquinolones & E. coli,154,0.0,0.017109447,0.034261447,Africa
ETHIOPIA,ETH,2014,Fluoroquinolones & Non-typhoidal Salmonella,110,11.83576054,3.402539521,20.35124815,Africa
ETHIOPIA,ETH,2014,Macrolides & S. aureus,5,39.17179224,1.919497414,79.45316863,Africa
ETHIOPIA,ETH,2015,Fluoroquinolones & Non-typhoidal Salmonella,147,13.87159306,7.687432443,20.0457482,Africa
ETHIOPIA,ETH,2015,Fluoroquinolones & S. aureus,41,6.855063643,0.406593567,14.25273015,Africa
ETHIOPIA,ETH,2015,Macrolides & S. aureus,41,66.59204681,53.19417648,79.71886438,Africa
ETHIOPIA,ETH,2016,Aminoglycosides & E. coli,57,49.54235209,3.695168945,94.61531759,Africa
ETHIOPIA,ETH,2016,Aminopenicillins & E. coli,57,50.60924409,5.178053424,96.39904624,Africa
ETHIOPIA,ETH,2016,Fluoroquinolones & E. coli,52,0.0,8.02e-05,0.000697952,Africa
ETHIOPIA,ETH,2016,Fluoroquinolones & Non-typhoidal Salmonella,89,4.929483968,0.832509805,9.103171247,Africa
ETHIOPIA,ETH,2017,Aminoglycosides & E. coli,51,71.08528181,58.24512119,82.73366253,Africa
ETHIOPIA,ETH,2017,Aminopenicillins & E. coli,40,76.38499487,64.38498657,88.36307608,Africa
ETHIOPIA,ETH,2017,Fluoroquinolones & E. coli,51,11.61712466,5.67264625,17.61598984,Africa
ETHIOPIA,ETH,2017,Macrolides & S. aureus,107,0.0,0.000472732,0.018226686,Africa
ETHIOPIA,ETH,2017,Third generation cephalosporins & E. coli,40,0.0,0.00063191,0.029717759,Africa
FINLAND,FIN,2016,Aminoglycosides & E. coli,184,0.0,8.15e-05,0.004034059,Europe
FINLAND,FIN,2016,Aminopenicillins & E. coli,184,2.484861654,1.399636152,3.60168424,Europe
FINLAND,FIN,2016,Fluoroquinolones & E. coli,368,1.087126974,0.485229526,1.713484354,Europe
FINLAND,FIN,2016,Fluoroquinolones & Non-typhoidal Salmonella,10,9.525303005,0.626473099,24.04848039,Europe
FINLAND,FIN,2016,Third generation cephalosporins & E. coli,368,0.155303853,0.054690523,0.403284161,Europe
FINLAND,FIN,2017,Aminoglycosides & E. coli,175,0.0,9.92e-05,0.003673038,Europe
FINLAND,FIN,2017,Aminopenicillins & E. coli,175,2.160408315,1.167952451,3.152114888,Europe
FINLAND,FIN,2017,Fluoroquinolones & E. coli,175,0.0,7.94e-05,0.003639043,Europe
FINLAND,FIN,2017,Fluoroquinolones & Non-typhoidal Salmonella,6,0.0,0.000899313,0.036321332,Europe
FINLAND,FIN,2017,Third generation cephalosporins & E. coli,175,0.0,8.91e-05,0.003653972,Europe
FINLAND,FIN,2018,Aminoglycosides & E. coli,173,0.33035733,0.025082106,0.759850479,Europe
FINLAND,FIN,2018,Aminopenicillins & E. coli,173,3.799109292,2.432833767,5.174384832,Europe
FINLAND,FIN,2018,Fluoroquinolones & E. coli,346,1.651786649,0.928060339,2.447162647,Europe
FINLAND,FIN,2018,Third generation cephalosporins & E. coli,173,0.165178665,0.01390021,0.477967065,Europe
FINLAND,FIN,2019,Aminoglycosides & E. coli,174,0.0,0.000106837,0.003690772,Europe
FINLAND,FIN,2019,Aminopenicillins & E. coli,174,2.317679419,1.288387794,3.358938849,Europe
FINLAND,FIN,2020,Aminoglycosides & E. coli,170,0.168093582,0.012348083,0.484540784,Europe
FINLAND,FIN,2020,Aminopenicillins & E. coli,170,1.176655077,0.361428292,1.994188088,Europe
FRANCE,FRA,2016,Aminoglycosides & E. coli,188,0.592458214,0.150662317,1.03948668,Europe
FRANCE,FRA,2016,Aminopenicillins & E. coli,188,10.36801875,9.098105997,11.6186069,Europe
FRANCE,FRA,2016,Fluoroquinolones & E. coli,564,6.615783393,5.828368974,7.373385259,Europe
FRANCE,FRA,2016,Fluoroquinolones & Non-typhoidal Salmonella,121,0.613675726,0.148709038,1.254341911,Europe
FRANCE,FRA,2016,Third generation cephalosporins & E. coli,564,0.69120125,0.373534342,1.023392938,Europe
FRANCE,FRA,2017,Aminoglycosides & E. coli,414,2.707917553,1.121719586,4.380290344,Europe
FRANCE,FRA,2017,Aminopenicillins & E. coli,414,33.0487206,28.63414551,37.51430745,Europe
FRANCE,FRA,2017,Fluoroquinolones & E. coli,1242,6.715461131,5.095186777,8.43298447,Europe
FRANCE,FRA,2017,Fluoroquinolones & Non-typhoidal Salmonella,222,3.767821812,0.213099903,10.49868208,Europe
FRANCE,FRA,2017,Third generation cephalosporins & E. coli,1242,0.0,0.002963016,0.008620264,Europe
FRANCE,FRA,2018,Aminoglycosides & E. coli,221,0.587990204,0.191340802,0.99880606,Europe
FRANCE,FRA,2018,Aminopenicillins & E. coli,221,8.735854455,7.58971754,9.874450027,Europe
FRANCE,FRA,2018,Fluoroquinolones & E. coli,663,7.055882443,6.259361327,7.793716484,Europe
FRANCE,FRA,2018,Fluoroquinolones & Non-typhoidal Salmonella,423,0.263314762,0.111008096,0.517622722,Europe
FRANCE,FRA,2018,Third generation cephalosporins & E. coli,442,0.419993003,0.140743004,0.698712319,Europe
FRANCE,FRA,2019,Aminoglycosides & E. coli,341,4.502736675,2.163326459,6.882931498,Europe
FRANCE,FRA,2019,Aminopenicillins & E. coli,341,27.6899632,22.68829088,32.62270849,Europe
FRANCE,FRA,2019,Fluoroquinolones & Non-typhoidal Salmonella,247,1.505662367,0.245274492,4.203689588,Europe
FRANCE,FRA,2020,Aminoglycosides & E. coli,222,0.501721371,0.127609133,0.87368765,Europe
FRANCE,FRA,2020,Aminopenicillins & E. coli,222,6.940478962,5.841729695,8.05518545,Europe
FRANCE,FRA,2020,Fluoroquinolones & Non-typhoidal Salmonella,439,0.380576803,0.176358279,0.668566039,Europe
GABON,GAB,2012,Aminoglycosides & E. coli,17,14.71120102,5.741113186,23.86439144,Africa
GABON,GAB,2012,Aminopenicillins with beta-lactamase inhibitors & E. coli,17,2.521920174,0.211726507,6.999768971,Africa
GABON,GAB,2012,Fluoroquinolones & E. coli,17,19.75504137,10.30838476,29.23306296,Africa
GABON,GAB,2012,Third generation cephalosporins & E. coli,17,29.84272206,21.31454454,38.50584964,Africa
GAMBIA,GMB,2008,Fluoroquinolones & Non-typhoidal Salmonella,15,0.0,8.89e-05,0.00333917,Africa
GERMANY,DEU,2016,Aminoglycosides & E. coli,640,0.642449575,0.381520534,0.928161964,Europe
GERMANY,DEU,2016,Aminopenicillins & E. coli,640,10.56187101,9.903209405,11.25409348,Europe
GERMANY,DEU,2016,Fluoroquinolones & E. coli,1920,8.249052541,7.832031506,8.623898685,Europe
GERMANY,DEU,2016,Fluoroquinolones & Non-typhoidal Salmonella,166,4.755674925,3.772462733,5.733123053,Europe
GERMANY,DEU,2016,Third generation cephalosporins & E. coli,1920,0.385469745,0.274469762,0.520670122,Europe
GERMANY,DEU,2017,Aminoglycosides & E. coli,679,2.312524459,1.160560419,3.508451271,Europe
GERMANY,DEU,2017,Aminopenicillins & E. coli,679,28.20731045,25.01884695,31.60513766,Europe
GERMANY,DEU,2017,Fluoroquinolones & E. coli,2037,6.308886775,5.096968856,7.438368105,Europe
GERMANY,DEU,2017,Fluoroquinolones & Non-typhoidal Salmonella,80,2.761593477,0.640937776,5.354434379,Europe
GERMANY,DEU,2017,Third generation cephalosporins & E. coli,2037,1.622271991,1.086111663,2.217019971,Europe
GERMANY,DEU,2018,Aminoglycosides & E. coli,214,1.152806714,0.615333849,1.696309749,Europe
GERMANY,DEU,2018,Aminopenicillins & E. coli,214,10.68267555,9.703379705,11.66939908,Europe
GERMANY,DEU,2018,Fluoroquinolones & E. coli,642,9.145599929,8.442957451,9.873464157,Europe
GERMANY,DEU,2018,Fluoroquinolones & Non-typhoidal Salmonella,178,3.141506236,2.203561333,4.074508525,Europe
GERMANY,DEU,2018,Third generation cephalosporins & E. coli,428,0.230561343,0.060492387,0.435510674,Europe
GERMANY,DEU,2019,Aminoglycosides & E. coli,463,1.44774214,0.530685325,2.491056925,Europe
GERMANY,DEU,2019,Aminopenicillins & E. coli,463,28.87012175,24.97866392,32.86351427,Europe
GERMANY,DEU,2019,Fluoroquinolones & Non-typhoidal Salmonella,15,0.0,0.000497206,0.021901741,Europe
GERMANY,DEU,2020,Aminoglycosides & E. coli,214,1.537075618,0.931431141,2.153165879,Europe
GERMANY,DEU,2020,Aminopenicillins & E. coli,214,10.52896799,9.540477505,11.52378068,Europe
GERMANY,DEU,2020,Fluoroquinolones & Non-typhoidal Salmonella,118,2.508820035,1.643870705,3.527667427,Europe
GHANA,GHA,2012,Aminoglycosides & E. coli,218,0.466459053,0.025820137,0.937759793,Africa
GHANA,GHA,2012,Aminopenicillins & E. coli,218,18.19190308,16.04264176,20.43357356,Africa
GHANA,GHA,2012,Aminopenicillins with beta-lactamase inhibitors & E. coli,218,2.021322564,0.887639798,3.14452958,Africa
GHANA,GHA,2012,Fluoroquinolones & E. coli,1090,8.085290256,7.180909585,9.002695731,Africa
GHANA,GHA,2012,Third generation cephalosporins & E. coli,654,5.286535937,4.253643947,6.258875526,Africa
GHANA,GHA,2014,Fluoroquinolones & Non-typhoidal Salmonella,45,0.0,0.000566642,0.017894661,Africa
GHANA,GHA,2015,Aminoglycosides & E. coli,19,1.554863511,0.102194323,4.500124863,Africa
GHANA,GHA,2015,Fluoroquinolones & E. coli,19,19.59128024,13.20098204,25.99201573,Africa
GREECE,GRC,2016,Aminoglycosides & E. coli,170,7.888505038,4.860690324,10.84790887,Europe
GREECE,GRC,2016,Aminopenicillins & E. coli,170,46.20410092,42.14882778,50.279382,Europe
GREECE,GRC,2016,Fluoroquinolones & E. coli,510,56.34646454,54.31998035,58.26123585,Europe
GREECE,GRC,2016,Fluoroquinolones & Non-typhoidal Salmonella,86,15.59355647,10.0082701,21.30040223,Europe
GREECE,GRC,2016,Third generation cephalosporins & E. coli,510,1.502572387,0.549715534,2.4330948,Europe
GREECE,GRC,2017,Aminoglycosides & E. coli,170,1.207189798,0.669895895,1.747958881,Europe
GREECE,GRC,2017,Aminopenicillins & E. coli,170,7.544936238,6.644592255,8.441014707,Europe
GREECE,GRC,2017,Fluoroquinolones & E. coli,510,1.282639161,0.922384397,1.637804072,Europe
GREECE,GRC,2017,Fluoroquinolones & Non-typhoidal Salmonella,52,17.19289559,11.19901898,24.1537041,Europe
GREECE,GRC,2017,Third generation cephalosporins & E. coli,510,0.075449362,0.035497721,0.181440962,Europe
GREECE,GRC,2018,Aminoglycosides & E. coli,170,10.14236362,6.802605366,13.41029891,Europe
GREECE,GRC,2018,Aminopenicillins & E. coli,170,52.21439047,48.71130157,55.75394221,Europe
GREECE,GRC,2018,Fluoroquinolones & E. coli,510,57.84903692,55.99356898,59.69856016,Europe
GREECE,GRC,2018,Fluoroquinolones & Non-typhoidal Salmonella,74,30.2037355,24.58791876,34.68388912,Europe
GREECE,GRC,2018,Third generation cephalosporins & E. coli,340,0.375643097,0.112960043,0.975617847,Europe
GREECE,GRC,2019,Aminoglycosides & E. coli,146,0.614963981,0.190360892,1.022000898,Europe
GREECE,GRC,2019,Aminopenicillins & E. coli,146,8.433791741,7.500602726,9.377918011,Europe
GREECE,GRC,2019,Fluoroquinolones & Non-typhoidal Salmonella,41,18.69053458,10.18071887,27.4354225,Europe
GREECE,GRC,2020,Aminoglycosides & E. coli,170,11.26929291,7.833828538,14.78456041,Europe
GREECE,GRC,2020,Aminopenicillins & E. coli,170,46.57974402,42.49575674,50.62870668,Europe
GREECE,GRC,2020,Fluoroquinolones & Non-typhoidal Salmonella,39,27.83611667,18.28321627,37.87183006,Europe
