,reporter,reporter_label,year,intraeu_export_total_100kg,intraeu_export_total_head,intraeu_export_total_value_in_euros,intraeu_export_live_gallusdom_gt185g_100kg,intraeu_export_live_gallusdom_gt185g_head,intraeu_export_live_gallusdom_gt185g_value_in_euros,intraeu_export_live_gallusdom_lte185g_100kg,intraeu_export_live_gallusdom_lte185g_head,intraeu_export_live_gallusdom_lte185g_value_in_euros,intraeu_import_total_100kg,intraeu_import_total_head,intraeu_import_total_value_in_euros,intraeu_import_live_gallusdom_gt185g_100kg,intraeu_import_live_gallusdom_gt185g_head,intraeu_import_live_gallusdom_gt185g_value_in_euros,intraeu_import_live_gallusdom_lte185g_100kg,intraeu_import_live_gallusdom_lte185g_head,intraeu_import_live_gallusdom_lte185g_value_in_euros,extraeu_export_total_100kg,extraeu_export_total_head,extraeu_export_total_value_in_euros,extraeu_export_live_gallusdom_gt185g_100kg,extraeu_export_live_gallusdom_gt185g_head,extraeu_export_live_gallusdom_gt185g_value_in_euros,extraeu_export_live_gallusdom_lte185g_100kg,extraeu_export_live_gallusdom_lte185g_head,extraeu_export_live_gallusdom_lte185g_value_in_euros,extraeu_import_total_100kg,extraeu_import_total_head,extraeu_import_total_value_in_euros,extraeu_import_live_gallusdom_gt185g_100kg,extraeu_import_live_gallusdom_gt185g_head,extraeu_import_live_gallusdom_gt185g_value_in_euros,extraeu_import_live_gallusdom_lte185g_100kg,extraeu_import_live_gallusdom_lte185g_head,extraeu_import_live_gallusdom_lte185g_value_in_euros,_intra_extra,world_export_total_100kg,world_export_total_head,world_export_total_value_in_euros,world_export_live_gallusdom_gt185g_100kg,world_export_live_gallusdom_gt185g_head,world_export_live_gallusdom_gt185g_value_in_euros,world_export_live_gallusdom_lte185g_100kg,world_export_live_gallusdom_lte185g_head,world_export_live_gallusdom_lte185g_value_in_euros,world_import_total_100kg,world_import_total_head,world_import_total_value_in_euros,world_import_live_gallusdom_gt185g_100kg,world_import_live_gallusdom_gt185g_head,world_import_live_gallusdom_gt185g_value_in_euros,world_import_live_gallusdom_lte185g_100kg,world_import_live_gallusdom_lte185g_head,world_import_live_gallusdom_lte185g_value_in_euros,_intra_extra_world,aspartner_partner,aspartner_partner_label,aspartner_year,aspartner_intraeu_indiv_export_live_gallusdom_gt185g_100kg,aspartner_intraeu_indiv_export_live_gallusdom_gt185g_head,aspartner_intraeu_indiv_export_live_gallusdom_gt185g_value_in_euros,aspartner_intraeu_indiv_export_live_gallusdom_lte185g_100kg,aspartner_intraeu_indiv_export_live_gallusdom_lte185g_head,aspartner_intraeu_indiv_export_live_gallusdom_lte185g_value_in_euros,aspartner_intraeu_indiv_import_live_gallusdom_gt185g_100kg,aspartner_intraeu_indiv_import_live_gallusdom_gt185g_head,aspartner_intraeu_indiv_import_live_gallusdom_gt185g_value_in_euros,aspartner_intraeu_indiv_import_live_gallusdom_lte185g_100kg,aspartner_intraeu_indiv_import_live_gallusdom_lte185g_head,aspartner_intraeu_indiv_import_live_gallusdom_lte185g_value_in_euros,aspartner_intraeu_total_export_live_gallusdom_gt185g_100kg,aspartner_intraeu_total_export_live_gallusdom_gt185g_head,aspartner_intraeu_total_export_live_gallusdom_gt185g_value_in_euros,aspartner_intraeu_total_export_live_gallusdom_lte185g_100kg,aspartner_intraeu_total_export_live_gallusdom_lte185g_head,aspartner_intraeu_total_export_live_gallusdom_lte185g_value_in_euros,aspartner_intraeu_total_import_live_gallusdom_gt185g_100kg,aspartner_intraeu_total_import_live_gallusdom_gt185g_head,aspartner_intraeu_total_import_live_gallusdom_gt185g_value_in_euros,aspartner_intraeu_total_import_live_gallusdom_lte185g_100kg,aspartner_intraeu_total_import_live_gallusdom_lte185g_head,aspartner_intraeu_total_import_live_gallusdom_lte185g_value_in_euros,aspartner__merge,_merge
37,CY,Cyprus,2015,6092306.56,0.0,1308945569.0,,,,,,,31171819.28,0.0,4026883190.0,,,,3.02,7262.0,7262.0,25687718.1,0.0,1651818815.0,,,,,,,18414601.91,0.0,2311503400.0,,,,,,,both,31780024.66,0.0,2960764384.0,,,,,,,49586421.19,0.0,6338386590.0,,,,3.02,7262.0,7262.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
38,CY,Cyprus,2016,7145147.55,,1303052861.0,,,,,,,34725395.24,,4684435506.0,,,,,,,29579499.71,,1377505331.0,,,,,,,22068721.54,,2392625074.0,,,,,,,both,36724647.26,,2680558192.0,,,,,,,56794116.78,,7077060580.0,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
39,CY,Cyprus,2017,7602551.33,,1111665231.0,,,,,,,38556150.95,,4948790632.0,,,,,,,29238640.83,,1792764213.0,,,,,,,25986532.98,,3200326380.0,,,,,,,both,36841192.16,,2904429444.0,,,,,,,64542683.93,,8149117012.0,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
40,CY,Cyprus,2018,8017756.05,,1250335268.0,,,,,,,38586763.1,,5276876068.0,,,,,,,34198347.25,,3001329100.0,,,,,,,28307566.97,,3889567734.0,,,,,,,both,42216103.3,,4251664368.0,,,,,,,66894330.07,,9166443802.0,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
41,CY,Cyprus,2019,6557163.68,,1437677191.0,,,,,,,39946224.52,,5404287048.0,,,,,,,23957548.25,,1641369017.0,,,,,,,22369316.59,,2746987011.0,,,,,,,both,30514711.93,,3079046208.0,,,,,,,62315541.11,,8151274059.0,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
42,CY,Cyprus,2020,4796998.8,,931881665.0,,,,,,,40853321.51,,4479445742.0,,,,,,,29757287.75,,1765025612.0,,,,,,,22705427.59,,3178271979.0,,,,,,,both,34554286.55,,2696907277.0,,,,,,,63558749.1,,7657717721.0,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
43,CY,Cyprus,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
44,CZ,Czechia,2011,567189428.9,0.0,97218419999.0,290401.89,14817483.0,26444564.0,22584.3,55352469.0,17511706.0,442862283.17,0.0,81457052837.0,45830.83,2362275.0,5305528.0,6537.45,14887118.0,5962916.0,43932587.8,0.0,19835661782.0,,,,8763.37,19209300.0,6287257.0,235874482.98,0.0,27828238464.0,,,,,,,both,611122016.7,0.0,117054081781.0,290401.89,14817483.0,26444564.0,31347.67,74561769.0,23798963.0,678736766.15,0.0,109285291301.0,45830.83,2362275.0,5305528.0,6537.45,14887118.0,5962916.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
45,CZ,Czechia,2012,568186853.34,0.0,99024950161.0,239003.22,12161216.0,23681295.0,21129.41,52957124.0,16946468.0,434674334.84,0.0,82879107018.0,44715.32,2034501.0,6043822.0,7409.07,17102567.0,8135544.0,46246447.08,0.0,23205096504.0,,,,8929.71,18878790.0,6276826.0,205759647.74,0.0,27186484895.0,,,,,,,both,614433300.42,0.0,122230046665.0,239003.22,12161216.0,23681295.0,30059.12,71835914.0,23223294.0,640433982.58,0.0,110065591913.0,44715.32,2034501.0,6043822.0,7409.07,17102567.0,8135544.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
46,CZ,Czechia,2013,577626497.9,0.0,98932703757.0,259550.75,13304096.0,28053609.0,25089.82,63992498.0,21417959.0,465853447.16,0.0,83407346608.0,49538.16,2283127.0,5725917.0,5347.41,12312237.0,6985187.0,45593940.0,0.0,23252364662.0,,,,3971.58,8482000.0,2864949.0,210585144.99,0.0,25213587267.0,,,,,,,both,623220437.9,0.0,122185068419.0,259550.75,13304096.0,28053609.0,29061.4,72474498.0,24282908.0,676438592.15,0.0,108620933875.0,49538.16,2283127.0,5725917.0,5347.41,12312237.0,6985187.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
47,CZ,Czechia,2014,602803374.01,0.0,108376773706.0,270444.35,13255126.0,27148257.0,33888.29,82861588.0,24960057.0,483923200.18,0.0,89939242859.0,36529.49,1615847.0,4465505.0,3314.71,7712069.0,5248115.0,45039213.95,0.0,23422102493.0,,,,5909.25,12351780.0,4057337.0,208576571.28,0.0,26263377132.0,,,,,,,both,647842587.96,0.0,131798876199.0,270444.35,13255126.0,27148257.0,39797.54,95213368.0,29017394.0,692499771.46,0.0,116202619991.0,36529.49,1615847.0,4465505.0,3314.71,7712069.0,5248115.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
48,CZ,Czechia,2015,639761117.58,0.0,118560319836.0,268451.75,13233449.0,25169143.0,36942.33,89046225.0,26038612.0,527607544.5,0.0,98509565896.0,43046.53,1974862.0,5871508.0,3512.47,7951633.0,6285875.0,44129067.34,0.0,23803768759.0,,,,5044.16,10593710.0,3596724.0,205558861.39,0.0,28971772707.0,,,,,,,both,683890184.92,0.0,142364088595.0,268451.75,13233449.0,25169143.0,41986.49,99639935.0,29635336.0,733166405.89,0.0,127481338603.0,43046.53,1974862.0,5871508.0,3512.47,7951633.0,6285875.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
49,CZ,Czechia,2016,631969484.76,,122930603723.0,298243.87,14437148.0,26113380.0,29752.96,72842426.0,21588386.0,548500135.86,,101831429664.0,44354.49,2187161.0,6125047.0,3373.35,7928362.0,5393735.0,48088171.68,,24048389099.0,,,,1514.38,3170210.0,1025392.0,179793886.17,,27436685756.0,,,,,,,both,680057656.44,,146978992822.0,298243.87,14437148.0,26113380.0,31267.34,76012636.0,22613778.0,728294022.03,,129268115420.0,44354.49,2187161.0,6125047.0,3373.35,7928362.0,5393735.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
291,PT,Portugal,2016,236210072.24,,37589611378.0,49466.96,1974351.0,2065993.0,20726.68,43131878.0,13578801.0,305268908.21,,47816039526.0,18426.91,2013954.0,3518542.0,375.82,367783.0,151071.0,138997158.44,,12449229852.0,1.26,63.0,945.0,123.06,366772.0,211292.0,294401927.86,,13607975373.0,,,,,,,both,375207230.68,,50038841230.0,49468.22,1974414.0,2066938.0,20849.74,43498650.0,13790093.0,599670836.07,,61424014899.0,18426.91,2013954.0,3518542.0,375.82,367783.0,151071.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
292,PT,Portugal,2017,255107332.11,,40790904709.0,27982.07,1189294.0,1611285.0,20736.96,43649066.0,13586579.0,316976070.24,,53193860481.0,16741.71,2570839.0,2423932.0,1225.26,1548698.0,765760.0,137385289.9,,14227082988.0,,,,149.51,411740.0,498053.0,324108362.25,,16494704145.0,,,,,,,both,392492622.01,,55017987697.0,27982.07,1189294.0,1611285.0,20886.47,44060806.0,14084632.0,641084432.49,,69688564626.0,16741.71,2570839.0,2423932.0,1225.26,1548698.0,765760.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
293,PT,Portugal,2018,268266724.59,,44055183357.0,18271.22,614921.0,1505677.0,20683.37,43597812.0,13577945.0,313755749.07,,57289156299.0,22698.1,3751267.0,4097957.0,585.0,870088.0,644550.0,118638470.12,,13794808261.0,,,,195.31,505620.0,585641.0,313004295.86,,18150090001.0,,,,,,,both,386905194.71,,57849991618.0,18271.22,614921.0,1505677.0,20878.68,44103432.0,14163586.0,626760044.93,,75439246300.0,22698.1,3751267.0,4097957.0,585.0,870088.0,644550.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
294,PT,Portugal,2019,272660364.98,,45996230559.0,30238.84,1402924.0,1691423.0,18156.15,37522261.0,11832333.0,313252188.14,,61092743071.0,22148.96,3442884.0,3889233.0,483.3,663830.0,409913.0,117689832.82,,13906579385.0,0.17,9.0,2651.0,182.51,491142.0,347946.0,307767387.95,,18884385274.0,,,,,,,both,390350197.8,,59902809944.0,30239.01,1402933.0,1694074.0,18338.66,38013403.0,12180279.0,621019576.09,,79977128345.0,22148.96,3442884.0,3889233.0,483.3,663830.0,409913.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
295,PT,Portugal,2020,235945032.81,,38663569750.0,108887.5,3973145.0,3460400.0,10991.36,22473895.0,7105802.0,284079268.5,,51076813754.0,18868.55,2818251.0,3681796.0,975.48,1430642.0,1445800.0,132759377.19,,15093822814.0,0.24,24.0,3573.0,67.73,164054.0,100798.0,270564529.52,,17068754218.0,,,,,,,both,368704410.0,,53757392564.0,108887.74,3973169.0,3463973.0,11059.09,22637949.0,7206600.0,554643798.02,,68145567972.0,18868.55,2818251.0,3681796.0,975.48,1430642.0,1445800.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
296,PT,Portugal,2021,251763766.17,,45351549226.0,81004.67,2990073.0,4819896.0,11776.38,23971600.0,7530951.0,303536165.11,,60711213302.0,11995.1,2208353.0,2713574.0,1815.32,2159376.0,1232890.0,132526092.72,,18125153805.0,0.06,6.0,850.0,79.1,185705.0,113841.0,289683373.0,,21806751848.0,,,,,,,both,384289858.89,,63476703031.0,81004.73,2990079.0,4820746.0,11855.48,24157305.0,7644792.0,593219538.11,,82517965150.0,11995.1,2208353.0,2713574.0,1815.32,2159376.0,1232890.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
297,RO,Romania,2011,164781796.75,0.0,32161195206.0,46898.4,2153639.0,4508528.0,1147.79,890593.0,341552.0,171213497.04,0.0,39946528174.0,6493.81,523463.0,1446059.0,24817.59,44452688.0,15041449.0,168070838.19,0.0,13122851234.0,32.24,80469.0,34180.0,21.0,54000.0,18457.0,189082595.43,0.0,14996285399.0,,,,,,,both,332852634.94,0.0,45284046440.0,46930.64,2234108.0,4542708.0,1168.79,944593.0,360009.0,360296092.47,0.0,54942813573.0,6493.81,523463.0,1446059.0,24817.59,44452688.0,15041449.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
298,RO,Romania,2012,144764782.85,0.0,31586334150.0,163025.46,7474791.0,14981509.0,504.54,546225.0,169576.0,182191752.18,0.0,40152856080.0,10952.62,657125.0,2641801.0,27855.81,54756040.0,18112517.0,164923677.15,0.0,13433143015.0,1.5,43.0,43.0,815.0,934946.0,483691.0,179073487.6,0.0,14491319047.0,,,,,,,both,309688460.0,0.0,45019477165.0,163026.96,7474834.0,14981552.0,1319.54,1481171.0,653267.0,361265239.78,0.0,54644175127.0,10952.62,657125.0,2641801.0,27855.81,54756040.0,18112517.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
299,RO,Romania,2013,165643055.91,0.0,34459564911.0,169650.8,7981296.0,16580977.0,103.45,206040.0,64704.0,179139341.36,0.0,41875009905.0,7987.2,760655.0,1962925.0,32672.52,71351452.0,25521618.0,210437324.56,0.0,15111119278.0,,,,242.06,586420.0,201646.0,188012475.28,0.0,13453129446.0,,,,,,,both,376080380.47,0.0,49570684189.0,169650.8,7981296.0,16580977.0,345.51,792460.0,266350.0,367151816.64,0.0,55328139351.0,7987.2,760655.0,1962925.0,32672.52,71351452.0,25521618.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
300,RO,Romania,2014,190422191.15,0.0,37318160102.0,208481.94,9213385.0,18488632.0,227.9,472620.0,152136.0,183019990.07,0.0,44127309445.0,6043.89,1331029.0,1689939.0,35090.61,75085901.0,25662897.0,207495686.88,0.0,15182349896.0,0.37,23.0,46.0,1443.01,3341350.0,1254437.0,203463502.78,0.0,14428264593.0,,,,,,,both,397917878.03,0.0,52500509998.0,208482.31,9213408.0,18488678.0,1670.91,3813970.0,1406573.0,386483492.85,0.0,58555574038.0,6043.89,1331029.0,1689939.0,35090.61,75085901.0,25662897.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
301,RO,Romania,2015,186077044.82,0.0,40254556395.0,334539.04,14216129.0,27311697.0,34.64,90984.0,29207.0,219172453.84,0.0,48595036352.0,4867.3,636961.0,1528947.0,42668.65,86406156.0,28727434.0,197003565.34,0.0,14365651509.0,585.02,45000.0,136378.0,923.37,2088160.0,766277.0,227746224.18,0.0,14384133871.0,,,,,,,both,383080610.16,0.0,54620207904.0,335124.06,14261129.0,27448075.0,958.01,2179144.0,795484.0,446918678.02,0.0,62979170223.0,4867.3,636961.0,1528947.0,42668.65,86406156.0,28727434.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
302,RO,Romania,2016,189035694.98,,43080246558.0,318084.35,13388519.0,25189825.0,,,,236813924.51,,51950728454.0,14528.82,1350610.0,1365642.0,35494.27,74301967.0,24854057.0,200954971.16,,14312112957.0,,,,885.92,2041760.0,703359.0,251674811.96,,15412415068.0,,,,,,,both,389990666.14,,57392359515.0,318084.35,13388519.0,25189825.0,885.92,2041760.0,703359.0,488488736.47,,67363143522.0,14528.82,1350610.0,1365642.0,35494.27,74301967.0,24854057.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
303,RO,Romania,2017,221365239.48,,47475807085.0,330813.47,14945753.0,26246219.0,,,,237101694.74,,57273062686.0,2853.51,1075308.0,1120756.0,39754.51,84652827.0,28248137.0,187534045.37,,15139795200.0,2.68,95.0,954.0,924.78,2090950.0,713424.0,255804174.02,,18294450994.0,,,,,,,both,408899284.85,,62615602285.0,330816.15,14945848.0,26247173.0,924.78,2090950.0,713424.0,492905868.76,,75567513680.0,2853.51,1075308.0,1120756.0,39754.51,84652827.0,28248137.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
304,RO,Romania,2018,258262337.18,,51976607294.0,368382.53,16690029.0,31625992.0,,,,239756501.73,,61869349472.0,6471.03,699484.0,1669661.0,48616.44,106572493.0,37798975.0,178519081.59,,15447893361.0,5.04,82.0,622.0,696.59,1603000.0,556861.0,271206910.79,,20959472560.0,,,,,,,both,436781418.77,,67424500655.0,368387.57,16690111.0,31626614.0,696.59,1603000.0,556861.0,510963412.52,,82828822032.0,6471.03,699484.0,1669661.0,48616.44,106572493.0,37798975.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
305,RO,Romania,2019,244240635.61,,52830799171.0,413585.18,18543238.0,36504788.0,,,,262318907.98,,64396418211.0,3741.34,298796.0,1616551.0,46580.06,103909540.0,37767943.0,212573860.77,,15836329609.0,,,,559.55,1296980.0,459415.0,276362839.57,,21858116849.0,,,,,,,both,456814496.38,,68667128780.0,413585.18,18543238.0,36504788.0,559.55,1296980.0,459415.0,538681747.55,,86254535060.0,3741.34,298796.0,1616551.0,46580.06,103909540.0,37767943.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
306,RO,Romania,2020,197994236.21,,45965900937.0,352726.63,15828204.0,28652119.0,0.0,0.0,0.0,278540965.33,,59354154862.0,5022.64,652754.0,1614491.0,44390.06,100964890.0,36832594.0,193538450.83,,15809649268.0,,,,674.97,1582920.0,587329.0,255254094.67,,21127465379.0,,,,,,,both,391532687.04,,61775550205.0,352726.63,15828204.0,28652119.0,674.97,1582920.0,587329.0,533795060.0,,80481620241.0,5022.64,652754.0,1614491.0,44390.06,100964890.0,36832594.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
307,RO,Romania,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
308,SE,Sweden,2011,577379049.34,0.0,75239971595.0,0.2,25.0,612.0,613.43,1477391.0,4095600.0,480292682.75,0.0,86677018732.0,,,,42.37,102030.0,1807292.0,316049653.92,0.0,59072674955.0,,,,1.1,55.0,602.0,346297771.65,0.0,40496744599.0,,,,,,,both,893428703.26,0.0,134312646550.0,0.2,25.0,612.0,614.53,1477446.0,4096202.0,826590454.4,0.0,127173763331.0,,,,42.37,102030.0,1807292.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
309,SE,Sweden,2012,598961502.44,0.0,76243330772.0,340.9,7800.0,7007.0,218.39,525975.0,1710771.0,490245683.56,0.0,86105342331.0,,,,,,,329600486.97,0.0,57898095701.0,0.5,200.0,1218.0,0.18,9.0,106.0,340957360.51,0.0,41880143401.0,,,,1.08,2400.0,2090.0,both,928561989.41,0.0,134141426473.0,341.4,8000.0,8225.0,218.57,525984.0,1710877.0,831203044.07,0.0,127985485732.0,,,,1.08,2400.0,2090.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
310,SE,Sweden,2013,577676621.71,0.0,72720921673.0,40144.47,1513079.0,2889612.0,136.9,329720.0,999592.0,458495316.18,0.0,83236006317.0,,,,,,,301714275.83,0.0,53436439720.0,,,,0.23,150.0,1686.0,331872772.96,0.0,37695303952.0,,,,,,,both,879390897.54,0.0,126157361393.0,40144.47,1513079.0,2889612.0,137.13,329870.0,1001278.0,790368089.14,0.0,120931310269.0,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
311,SE,Sweden,2014,603127921.97,0.0,72447855961.0,28411.12,953548.0,1501933.0,,,,458087527.45,0.0,83986511465.0,,,,,,,306277115.94,0.0,51472695900.0,,,,,,,369868294.86,0.0,38145901782.0,,,,,,,both,909405037.91,0.0,123920551861.0,28411.12,953548.0,1501933.0,,,,827955822.31,0.0,122132413247.0,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
312,SE,Sweden,2015,607785290.0,0.0,73826143167.0,16699.53,431067.0,476396.0,,,,455561302.8,0.0,87356719328.0,,,,0.01,30.0,3479.0,287412052.19,0.0,52432086940.0,,,,,,,380365758.34,0.0,37450339867.0,,,,3.5,10000.0,6429.0,both,895197342.19,0.0,126258230107.0,16699.53,431067.0,476396.0,,,,835927061.14,0.0,124807059195.0,,,,3.51,10030.0,9908.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
313,SE,Sweden,2016,632522705.17,,74449339568.0,2661.55,67195.0,78747.0,,,,495325911.23,,90592200928.0,,,,,,,314522311.82,,51451806904.0,,,,,,,393983223.44,,36870352037.0,,,,7.0,20000.0,13027.0,both,947045016.99,,125901146472.0,2661.55,67195.0,78747.0,,,,889309134.67,,127462552965.0,,,,7.0,20000.0,13027.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
314,SE,Sweden,2017,656460360.06,,80002475739.0,,,,,,,502925894.37,,97592440751.0,,,,,,,325420310.65,,55354442334.0,,,,,,,395762935.64,,38883253641.0,,,,,,,both,981880670.71,,135356918073.0,,,,,,,898688830.01,,136475694392.0,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
315,SE,Sweden,2018,635858502.82,,83644833200.0,12948.96,348468.0,245837.0,1525.45,3673865.0,691714.0,543872557.42,,101201949696.0,,,,,,,321349779.57,,56907009850.0,,,,,,,413276238.56,,43287061475.0,,,,,,,both,957208282.39,,140551843050.0,12948.96,348468.0,245837.0,1525.45,3673865.0,691714.0,957148795.98,,144489011171.0,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
316,SE,Sweden,2019,567332084.86,,82991911490.0,8716.49,256869.0,211487.0,851.81,2051466.0,404904.0,527420672.85,,99518167276.0,,,,,,,348142516.5,,60429214043.0,,,,,,,388824639.53,,42488136337.0,,,,,,,both,915474601.36,,143421125533.0,8716.49,256869.0,211487.0,851.81,2051466.0,404904.0,916245312.38,,142006303613.0,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
317,SE,Sweden,2020,509392550.35,,71654461299.0,17139.07,406010.0,438096.0,787.62,1896897.0,374674.0,444439434.88,,89439300140.0,,,,,,,454260787.53,,64453766589.0,,,,0.01,0.0,5.0,411342180.13,,41739868658.0,,,,,,,both,963653337.88,,136108227888.0,17139.07,406010.0,438096.0,787.63,1896897.0,374679.0,855781615.01,,131179168798.0,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
318,SE,Sweden,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
319,SI,Slovenia,2011,124423773.06,0.0,17664475812.0,6488.77,333055.0,267588.0,250.96,135659.0,3313.0,108501611.68,0.0,17270851974.0,373.16,23968.0,58529.0,1213.07,2539235.0,760598.0,39861916.61,0.0,7250642085.0,559.0,29918.0,198455.0,80.05,166000.0,62074.0,87951742.01,0.0,8254636049.0,,,,161.65,337060.0,113701.0,both,164285689.67,0.0,24915117897.0,7047.77,362973.0,466043.0,331.01,301659.0,65387.0,196453353.69,0.0,25525488023.0,373.16,23968.0,58529.0,1374.72,2876295.0,874299.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
320,SI,Slovenia,2012,130746807.16,0.0,17220442627.0,8061.1,398668.0,453784.0,55.97,83630.0,17679.0,105607628.35,0.0,16766297477.0,171.44,12322.0,49284.0,707.87,1231805.0,502736.0,42000377.81,0.0,7812762099.0,313.67,17750.0,91040.0,59.05,110500.0,42663.0,88876704.37,0.0,8167327427.0,,,,773.57,1640090.0,586095.0,both,172747184.97,0.0,25033204726.0,8374.77,416418.0,544824.0,115.02,194130.0,60342.0,194484332.72,0.0,24933624904.0,171.44,12322.0,49284.0,1481.44,2871895.0,1088831.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
321,SI,Slovenia,2013,137922330.87,0.0,18408914933.0,9604.26,541172.0,674213.0,27.74,57350.0,23402.0,116781037.92,0.0,16981410099.0,3078.12,143472.0,419600.0,977.62,1941454.0,802868.0,36178554.17,0.0,7205868560.0,38.31,2150.0,9840.0,22.42,43320.0,17805.0,78810401.39,0.0,8147255992.0,303.0,13364.0,32244.0,434.23,924630.0,390157.0,both,174100885.04,0.0,25614783493.0,9642.57,543322.0,684053.0,50.16,100670.0,41207.0,195591439.31,0.0,25128666091.0,3381.12,156836.0,451844.0,1411.85,2866084.0,1193025.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
322,SI,Slovenia,2014,151581602.41,0.0,20378865300.0,10837.2,578577.0,824542.0,57.86,119480.0,48065.0,129115439.15,0.0,17655943560.0,10166.63,466360.0,496611.0,1175.54,2800812.0,989421.0,33072894.14,0.0,6696131162.0,,,,,,,68160942.04,0.0,7895149550.0,,,,,,,both,184654496.55,0.0,27074996462.0,10837.2,578577.0,824542.0,57.86,119480.0,48065.0,197276381.19,0.0,25551093110.0,10166.63,466360.0,496611.0,1175.54,2800812.0,989421.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
323,SI,Slovenia,2015,165674013.93,0.0,21868518389.0,12793.79,760456.0,1246649.0,73.41,144240.0,52713.0,146249747.72,0.0,18811766916.0,8105.63,340791.0,300051.0,1650.4,3880423.0,1311672.0,34304015.35,0.0,6924047095.0,,,,,,,67970638.66,0.0,8075583157.0,,,,,,,both,199978029.28,0.0,28792565484.0,12793.79,760456.0,1246649.0,73.41,144240.0,52713.0,214220386.38,0.0,26887350073.0,8105.63,340791.0,300051.0,1650.4,3880423.0,1311672.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
324,SI,Slovenia,2016,171502139.02,,22407847927.0,13422.74,792902.0,1381166.0,430.12,918160.0,346057.0,157058141.52,,19567223801.0,16515.48,713446.0,963220.0,2114.74,4457975.0,1537010.0,36532176.62,,7334567867.0,,,,,,,70494271.54,,8030267638.0,,,,,,,both,208034315.64,,29742415794.0,13422.74,792902.0,1381166.0,430.12,918160.0,346057.0,227552413.06,,27597491439.0,16515.48,713446.0,963220.0,2114.74,4457975.0,1537010.0,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
