,country,year,producer_price_eggs_hen_in_shell_lcupertonne,producer_price_eggs_hen_in_shell_slcpertonne,producer_price_meat_livewt_cattle_lcupertonne,producer_price_meat_livewt_cattle_slcpertonne,producer_price_meat_livewt_sheep_lcupertonne,producer_price_meat_livewt_sheep_slcpertonne,producer_price_milk_whole_fresh_sheep_lcupertonne,producer_price_milk_whole_fresh_sheep_slcpertonne,producer_price_wool_greasy_lcupertonne,producer_price_wool_greasy_slcpertonne,producer_price_eggs_hen_in_shell_usdpertonne,producer_price_meat_livewt_cattle_usdpertonne,producer_price_meat_livewt_chicken_lcupertonne,producer_price_meat_livewt_chicken_slcpertonne,producer_price_meat_livewt_chicken_usdpertonne,producer_price_meat_livewt_duck_lcupertonne,producer_price_meat_livewt_duck_slcpertonne,producer_price_meat_livewt_duck_usdpertonne,producer_price_meat_livewt_goat_lcupertonne,producer_price_meat_livewt_goat_slcpertonne,producer_price_meat_livewt_goat_usdpertonne,producer_price_meat_livewt_goose_lcupertonne,producer_price_meat_livewt_goose_slcpertonne,producer_price_meat_livewt_goose_usdpertonne,producer_price_meat_livewt_pig_lcupertonne,producer_price_meat_livewt_pig_slcpertonne,producer_price_meat_livewt_pig_usdpertonne,producer_price_meat_livewt_sheep_usdpertonne,producer_price_meat_livewt_turkey_lcupertonne,producer_price_meat_livewt_turkey_slcpertonne,producer_price_meat_livewt_turkey_usdpertonne,producer_price_meat_cattle_lcupertonne,producer_price_meat_cattle_slcpertonne,producer_price_meat_cattle_usdpertonne,producer_price_meat_chicken_lcupertonne,producer_price_meat_chicken_slcpertonne,producer_price_meat_chicken_usdpertonne,producer_price_meat_goat_lcupertonne,producer_price_meat_goat_slcpertonne,producer_price_meat_goat_usdpertonne,producer_price_meat_pig_lcupertonne,producer_price_meat_pig_slcpertonne,producer_price_meat_pig_usdpertonne,producer_price_meat_sheep_lcupertonne,producer_price_meat_sheep_slcpertonne,producer_price_meat_sheep_usdpertonne,producer_price_meat_turkey_lcupertonne,producer_price_meat_turkey_slcpertonne,producer_price_meat_turkey_usdpertonne,producer_price_milk_whole_fresh_cow_lcupertonne,producer_price_milk_whole_fresh_cow_slcpertonne,producer_price_milk_whole_fresh_cow_usdpertonne,producer_price_milk_whole_fresh_goat_lcupertonne,producer_price_milk_whole_fresh_goat_slcpertonne,producer_price_milk_whole_fresh_goat_usdpertonne,producer_price_milk_whole_fresh_sheep_usdpertonne,producer_price_wool_greasy_usdpertonne,producer_price_meat_camel_lcupertonne,producer_price_meat_camel_slcpertonne,producer_price_meat_camel_usdpertonne,producer_price_meat_livewt_horse_lcupertonne,producer_price_meat_livewt_horse_slcpertonne,producer_price_meat_livewt_horse_usdpertonne,producer_price_meat_livewt_rabbit_lcupertonne,producer_price_meat_livewt_rabbit_slcpertonne,producer_price_meat_livewt_rabbit_usdpertonne,producer_price_meat_horse_lcupertonne,producer_price_meat_horse_slcpertonne,producer_price_meat_horse_usdpertonne,producer_price_meat_rabbit_lcupertonne,producer_price_meat_rabbit_slcpertonne,producer_price_meat_rabbit_usdpertonne,producer_price_meat_duck_lcupertonne,producer_price_meat_duck_slcpertonne,producer_price_meat_duck_usdpertonne,producer_price_meat_goose_and_guinea_fowl_lcupertonne,producer_price_meat_goose_and_guinea_fowl_slcpertonne,producer_price_meat_goose_and_guinea_fowl_usdpertonne,producer_price_meat_livewt_ass_lcupertonne,producer_price_meat_livewt_ass_slcpertonne,producer_price_meat_livewt_ass_usdpertonne,producer_price_meat_livewt_buffalo_lcupertonne,producer_price_meat_livewt_buffalo_slcpertonne,producer_price_meat_livewt_buffalo_usdpertonne,producer_price_meat_buffalo_lcupertonne,producer_price_meat_buffalo_slcpertonne,producer_price_meat_buffalo_usdpertonne,producer_price_milk_whole_fresh_buffalo_lcupertonne,producer_price_milk_whole_fresh_buffalo_slcpertonne,producer_price_milk_whole_fresh_buffalo_usdpertonne,producer_price_eggs_other_bird_in_shell_lcupertonne,producer_price_eggs_other_bird_in_shell_slcpertonne,producer_price_eggs_other_bird_in_shell_usdpertonne,producer_price_meat_livewt_mule_lcupertonne,producer_price_meat_livewt_mule_slcpertonne,producer_price_meat_livewt_mule_usdpertonne,producer_price_meat_livewt_camel_lcupertonne,producer_price_meat_livewt_camel_slcpertonne,producer_price_meat_livewt_camel_usdpertonne,producer_price_meat_ass_lcupertonne,producer_price_meat_ass_slcpertonne,producer_price_meat_ass_usdpertonne,producer_price_meat_mule_lcupertonne,producer_price_meat_mule_slcpertonne,producer_price_meat_mule_usdpertonne,producer_price_meat_game_lcupertonne,producer_price_meat_game_slcpertonne,producer_price_meat_game_usdpertonne,producer_price_meat_livewt_poultry_other_lcupertonne,producer_price_meat_livewt_poultry_other_slcpertonne,producer_price_meat_livewt_poultry_other_usdpertonne,producer_price_milk_whole_fresh_camel_lcupertonne,producer_price_milk_whole_fresh_camel_slcpertonne,producer_price_milk_whole_fresh_camel_usdpertonne,producer_price_meat_livewt_camelids_other_lcupertonne,producer_price_meat_livewt_camelids_other_slcpertonne,producer_price_meat_livewt_camelids_other_usdpertonne,producer_price_meat_other_camelids_lcupertonne,producer_price_meat_other_camelids_slcpertonne,producer_price_meat_other_camelids_usdpertonne
550,Cuba,2008,3425.0,3425.0,8900.0,8900.0,2450.0,2450.0,,,,,,,1599.0,1599.0,,,,,2450.0,2450.0,,,,,6800.0,6800.0,,,,,,,,,,,,,,,,,,,,,,,,5218.0,5218.0,,2472.0,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Cuba,2009,3425.0,3425.0,8900.0,8900.0,2450.0,2450.0,,,,,,,1599.0,1599.0,,,,,2450.0,2450.0,,,,,6800.0,6800.0,,,,,,,,,,,,,,,,,,,,,,,,2472.0,2472.0,,2472.0,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Cuba,2010,3425.0,3425.0,8900.0,8900.0,2450.0,2450.0,,,,,,,1599.0,1599.0,,,,,2450.0,2450.0,,,,,6800.0,6800.0,,,,,,,,,,,,,,,,,,,,,,,,2472.0,2472.0,,2472.0,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Cuba,2011,3425.0,3425.0,8900.0,8900.0,2450.0,2450.0,,,,,,,1600.0,1600.0,,,,,2450.0,2450.0,,,,,6801.0,6801.0,,,,,,,,,,,,,,,,,,,,,,,,2472.0,2472.0,,2472.0,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Cuba,2012,3425.0,3425.0,8900.0,8900.0,2450.0,2450.0,,,,,,,1600.0,1600.0,,,,,2450.0,2450.0,,,,,6801.0,6801.0,,,,,,,,,,,,,,,,,,,,,,,,2472.0,2472.0,,2472.0,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Cuba,2013,3425.0,3425.0,8900.0,8900.0,2450.0,2450.0,,,,,,,1600.0,1600.0,,,,,2450.0,2450.0,,,,,6801.0,6801.0,,,,,,,,,,,,,,,,,,,,,,,,2472.0,2472.0,,2472.0,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Cuba,2014,3425.0,3425.0,8900.0,8900.0,2450.0,2450.0,,,,,,,1600.0,1600.0,,,,,2450.0,2450.0,,,,,6801.0,6801.0,,,,,,,,,,,,,,,,,,,,,,,,2472.0,2472.0,,2472.0,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Cuba,2015,3425.0,3425.0,8900.0,8900.0,2450.0,2450.0,,,,,,,1600.0,1600.0,,,,,2450.0,2450.0,,,,,6801.0,6801.0,,,,,,,,,,,,,,,,,,,,,,,,2472.0,2472.0,,2472.0,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Cuba,2016,3425.0,3425.0,8900.0,8900.0,2450.0,2450.0,,,,,,,1600.0,1600.0,,,,,2450.0,2450.0,,,,,6801.0,6801.0,,,,,,,,,,,,,,,,,,,,,,,,2472.0,2472.0,,2472.0,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Cuba,2017,3425.0,3425.0,8900.0,8900.0,2450.0,2450.0,,,,,,,1600.0,1600.0,,,,,2450.0,2450.0,,,,,6801.0,6801.0,,,,,,,,,,,,,,,,,,,,,,,,2472.0,2472.0,,2472.0,2472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Cyprus,2000,780.0,1333.3,,,,,365.0,623.9,250.0,427.4,1253.8,,,,,,,,,,,,,,,,,,,,,1396.0,2386.3,2244.1,980.0,1675.2,1575.3,2550.0,4359.0,4099.1,500.0,854.7,803.7,2500.0,4273.5,4018.7,1180.0,2017.1,1896.8,175.0,299.1,281.3,230.0,393.2,369.7,586.7,401.9,,,,,,,,,,,,,3000.0,5128.2,4822.5,2000.0,3418.8,3215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5178.0,8851.3,8323.6,,,,,,,,,,,,
561,Cyprus,2001,793.0,1355.6,,,,,372.0,635.9,250.0,427.4,1233.7,,,,,,,,,,,,,,,,,,,,,1396.0,2386.3,2171.8,1000.0,1709.4,1555.7,2375.0,4059.8,3694.8,590.0,1008.5,917.9,2300.0,3931.6,3578.1,1180.0,2017.1,1835.7,187.0,319.7,290.9,239.0,408.5,371.8,578.7,388.9,,,,,,,,,,,,,3000.0,5128.2,4667.1,2000.0,3418.8,3111.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7634.0,13049.6,11876.2,,,,,,,,,,,,
562,Cyprus,2002,793.0,1355.6,,,,,386.0,659.8,255.0,435.9,1299.2,,,,,,,,,,,,,,,,,,,,,1486.0,2540.2,2434.5,1048.0,1791.5,1716.9,2270.0,3880.3,3718.9,520.0,888.9,851.9,2200.0,3760.7,3604.3,1180.0,2017.1,1933.2,203.0,347.0,332.6,245.0,418.8,401.4,632.4,417.8,,,,,,,,,,,,,3000.0,5128.2,4914.9,2000.0,3418.8,3276.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3884.0,6639.3,6363.2,,,,,,,,,,,,
563,Cyprus,2003,473.0,808.5,,,,,408.0,697.4,264.0,451.3,914.5,,,,,,,,,,,,,,,,,,,,,1590.0,2717.9,3074.3,1010.0,1726.5,1952.8,2750.0,4700.9,5317.1,760.0,1299.1,1469.5,2750.0,4700.9,5317.1,1190.0,2034.2,2300.9,232.0,396.6,448.6,235.0,401.7,454.4,788.9,510.4,,,,,,,,,,,,,3000.0,5128.2,5800.5,1900.0,3247.9,3673.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9860.0,16854.7,19064.2,,,,,,,,,,,,
564,Cyprus,2004,760.0,1299.1,,,,,434.0,741.9,266.0,454.7,1622.5,,,,,,,,,,,,,,,,,,,,,1630.0,2786.3,3479.9,1058.0,1808.5,2258.7,2650.0,4529.9,5657.4,850.0,1453.0,1814.7,2650.0,4529.9,5657.4,1190.0,2034.2,2540.5,245.0,418.8,523.0,259.0,442.7,552.9,926.5,567.9,,,,,,,,,,,,,3300.0,5641.0,7045.1,1930.0,3299.1,4120.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5585.0,9547.0,11923.3,,,,,,,,,,,,
565,Cyprus,2005,762.0,1302.6,,,,,442.0,755.6,266.0,454.7,1642.8,,,,,,,,,,,,,,,,,,,,,1720.0,2940.2,3708.1,1075.0,1837.6,2317.6,2780.0,4752.1,5993.4,870.0,1487.2,1875.6,2820.0,4820.5,6079.6,1200.0,2051.3,2587.1,245.0,418.8,528.2,271.0,463.2,584.2,952.9,573.5,,,,,,,,,,,,,3320.0,5675.2,7157.5,2000.0,3418.8,4311.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8633.0,14757.3,18611.8,,,,,,,,,,,,
566,Cyprus,2006,787.0,1345.3,,,,,445.0,760.7,113.0,193.2,1715.7,,,,,,,,,,,,,,,,,,,,,1710.0,2923.1,3727.9,1084.0,1853.0,2363.2,3030.0,5179.5,6605.6,930.0,1589.7,2027.5,3040.0,5196.6,6627.4,1220.0,2085.5,2659.7,248.0,423.9,540.7,273.0,466.7,595.2,970.1,246.3,,,,,,,,,,,,,3408.0,5825.6,7429.7,2030.0,3470.1,4425.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6230.0,10649.6,13581.9,,,,,,,,,,,,
567,Cyprus,2007,856.0,1463.2,,,,,467.0,798.3,180.0,307.7,2009.7,,,,,,,,,,,,,,,,,,,,,1650.0,2820.5,3873.8,1305.0,2230.8,3063.8,2645.0,4521.4,6209.8,848.0,1449.6,1990.9,2630.0,4495.7,6174.6,1230.0,2102.6,2887.7,249.0,425.6,584.6,290.0,495.7,680.8,1096.4,422.6,,,,,,,,,,,,,3468.0,5928.2,8142.0,2040.0,3487.2,4789.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7762.0,13268.4,18223.3,,,,,,,,,,,,
568,Cyprus,2008,1705.0,1705.0,,,,,861.0,861.0,472.0,472.0,2497.4,,,,,,,,,,,,,,,,,,,,,2874.0,2874.0,4209.8,2507.0,2507.0,3672.2,4801.0,4801.0,7032.4,1486.0,1486.0,2176.7,4750.0,4750.0,6957.7,2522.0,2522.0,3694.2,506.0,506.0,741.2,538.0,538.0,788.0,1261.2,691.4,,,,,,,,,,,,,6388.0,6388.0,9357.0,3552.0,3552.0,5202.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13342.0,13342.0,19543.0,,,,,,,,,,,,
569,Cyprus,2009,1736.0,1736.0,,,,,854.0,854.0,294.0,294.0,2411.8,,,,,,,,,,,,,,,,,,,,,2840.0,2840.0,3945.5,2488.0,2488.0,3456.5,5953.0,5953.0,8270.4,1530.0,1530.0,2125.6,5938.0,5938.0,8249.5,2547.0,2547.0,3538.5,509.0,509.0,707.1,560.0,560.0,778.0,1186.4,408.4,,,,,,,,,,,,,6830.0,6830.0,9488.7,3613.0,3613.0,5019.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14701.0,14701.0,20423.7,,,,,,,,,,,,
570,Cyprus,2010,1685.0,1685.0,,,,,863.0,863.0,299.0,299.0,2231.8,,,,,,,,,,,,,,,,,,,,,2875.0,2875.0,3807.9,2611.0,2611.0,3458.3,5357.0,5357.0,7095.4,1625.0,1625.0,2152.3,5384.0,5384.0,7131.1,2564.0,2564.0,3396.0,512.0,512.0,678.1,556.0,556.0,736.4,1143.0,396.0,,,,,,,,,,,,,6659.0,6659.0,8819.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21073.0,21073.0,27911.3,,,,,,,,,,,,
571,Cyprus,2011,1728.0,1728.0,,,,,885.0,885.0,302.0,302.0,2402.0,,,,,,,,,,,,,,,,,,,,,2911.0,2911.0,4046.4,2518.0,2518.0,3500.1,5140.0,5140.0,7144.8,1735.0,1735.0,2411.7,5540.0,5540.0,7700.9,,,,522.0,522.0,725.6,568.0,568.0,789.5,1230.2,419.8,,,,,,,,,,,,,6750.0,6750.0,9382.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23383.0,23383.0,32503.5,,,,,,,,,,,,
572,Cyprus,2012,1773.0,1773.0,,,,,905.0,905.0,230.0,230.0,2278.0,,,,,,,,,,,,,,,,,,,,,2940.0,2940.0,3777.5,2527.0,2527.0,3246.8,4605.0,4605.0,5916.7,1980.0,1980.0,2544.0,2667.0,2667.0,3426.7,,,,527.0,527.0,677.1,580.0,580.0,745.2,1162.8,295.5,,,,,,,,,,,,,6880.0,6880.0,8839.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22009.0,22009.0,28278.3,,,,,,,,,,,,
573,Cyprus,2013,1760.0,1760.0,,,,,948.0,948.0,220.0,220.0,2336.7,,,,,,,,,,,,,,,,,,,,,2930.0,2930.0,3890.1,2603.0,2603.0,3455.9,4600.0,4600.0,6107.3,2020.0,2020.0,2681.9,2780.0,2780.0,3690.9,,,,532.0,532.0,706.3,639.0,639.0,848.4,1258.6,292.1,,,,,,,,,,,,,6917.0,6917.0,9183.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22026.0,22026.0,29243.2,,,,,,,,,,,,
574,Cyprus,2014,1770.0,1770.0,,,,,929.0,929.0,220.0,220.0,2348.4,,,,,,,,,,,,,,,,,,,,,2932.0,2932.0,3890.1,2583.0,2583.0,3427.1,4427.0,4427.0,5873.7,2059.0,2059.0,2731.9,2727.0,2727.0,3618.2,,,,565.0,565.0,749.6,626.0,626.0,830.6,1232.6,291.9,,,,,,,,,,,,,6210.0,6210.0,8239.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25623.0,25623.0,33996.3,,,,,,,,,,,,
575,Cyprus,2015,1766.0,1766.0,,,,,1000.0,1000.0,210.0,210.0,1958.5,,,,,,,,,,,,,,,,,,,,,2889.0,2889.0,3203.9,2556.0,2556.0,2834.6,4578.0,4578.0,5077.1,1698.0,1698.0,1883.1,4492.0,4492.0,4981.7,,,,560.0,560.0,621.0,630.0,630.0,698.7,1109.0,232.9,,,,,,,,,,,,,6180.0,6180.0,6853.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17362.0,17362.0,19254.7,,,,,,,,,,,,
576,Cyprus,2016,1760.0,1760.0,,,,,990.0,990.0,220.0,220.0,1946.9,,,,,,,,,,,,,,,,,,,,,2817.0,2817.0,3116.2,2542.0,2542.0,2811.9,4419.0,4419.0,4888.3,1743.0,1743.0,1928.1,4366.0,4366.0,4829.6,,,,580.0,580.0,641.6,630.0,630.0,696.9,1095.1,243.4,,,,,,,,,,,,,6430.0,6430.0,7112.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25055.0,25055.0,27715.7,,,,,,,,,,,,
577,Cyprus,2017,1764.0,1764.0,,,,,1021.9,1021.9,214.2,214.2,1992.8,,,,,,,,,,,,,,,,,,,,,2812.0,2812.0,3176.7,2540.0,2540.0,2869.4,4761.0,4761.0,5378.4,1935.0,1935.0,2185.9,4653.0,4653.0,5256.4,,,,558.8,558.8,631.3,639.8,639.8,722.8,1154.4,242.0,,,,,,,,,,,,,6300.0,6300.0,7117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Cyprus,2018,1663.0,1663.0,,,,,1031.5,1031.5,151.9,151.9,1963.9,,,,,,,,,,,,,,,,,,,,,2853.6,2853.6,3370.0,2517.5,2517.5,2973.1,4492.9,4492.9,5305.9,1867.7,1867.7,2205.7,4458.6,4458.6,5265.4,,,,559.4,559.4,660.6,639.0,639.0,754.6,1218.2,179.4,,,,,,,,,,,,,6490.0,6490.0,7664.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Cyprus,2019,1602.0,1602.0,,,,,1026.5,1026.5,158.0,158.0,1793.4,,,,,,,,,,,,,,,,,,,,,2531.6,2531.6,2834.1,2523.8,2523.8,2825.3,4668.3,4668.3,5226.0,1891.0,1891.0,2116.9,4606.6,4606.6,5157.0,,,,592.5,592.5,663.3,639.8,639.8,716.2,1149.1,176.9,,,,,,,,,,,,,6420.0,6420.0,7187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Cyprus,2020,1601.8,1601.8,,,,,1040.0,1040.0,,,1829.6,,,,,,,,,,,,,,,,,,,,,2529.0,2529.0,2888.6,2508.2,2508.2,2864.8,4696.5,4696.5,5364.3,1946.3,1946.3,2223.1,4648.5,4648.5,5309.5,,,,594.2,594.2,678.7,648.8,648.8,741.1,1187.9,,,,,,,,,,,,,,6432.2,6432.2,7346.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Czechia,2000,34333.6,34333.6,40317.0,40317.0,40458.0,40458.0,,,,,889.5,1044.5,21816.0,21816.0,565.2,29665.0,29665.0,768.6,,,,,,,35261.0,35261.0,913.5,1048.2,33811.0,33811.0,876.0,73287.0,73287.0,1898.7,28971.0,28971.0,750.6,,,,43572.0,43572.0,1128.9,,,,41742.0,41742.0,1081.4,7477.0,7477.0,193.7,,,,,,,,,20010.0,20010.0,518.4,47545.0,47545.0,1231.8,35730.0,35730.0,925.7,76628.0,76628.0,1985.3,41201.0,41201.0,1067.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Czechia,2001,31210.8,31210.8,34017.0,34017.0,41412.0,41412.0,,,,,820.6,894.4,25822.0,25822.0,678.9,30790.0,30790.0,809.5,,,,,,,43393.0,43393.0,1140.9,1088.8,35976.0,35976.0,945.9,61273.0,61273.0,1611.0,,,,,,,53738.0,53738.0,1412.8,,,,44415.0,44415.0,1167.7,7740.0,7740.0,203.5,,,,,,,,,19760.0,19760.0,519.5,48673.0,48673.0,1279.7,35285.0,35285.0,927.7,80978.0,80978.0,2129.0,42764.0,42764.0,1124.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Czechia,2002,26105.5,26105.5,37715.0,37715.0,47809.0,47809.0,,,,,797.4,1152.0,22380.0,22380.0,683.6,31875.0,31875.0,973.6,,,,,,,33001.0,33001.0,1008.0,1460.3,31156.0,31156.0,951.7,67263.0,67263.0,2054.6,,,,,,,41227.0,41227.0,1259.3,,,,38467.0,38467.0,1175.0,8065.0,8065.0,246.3,,,,,,,,,,,,46757.0,46757.0,1428.2,,,,77597.0,77597.0,2370.2,44271.0,44271.0,1352.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Czechia,2003,28631.8,28631.8,36763.0,36763.0,47780.0,47780.0,,,,,1015.0,1303.2,20953.0,20953.0,742.8,28434.0,28434.0,1008.0,,,,,,,29840.0,29840.0,1057.8,1693.8,31624.0,31624.0,1121.1,66819.0,66819.0,2368.7,,,,,,,36811.0,36811.0,1304.9,,,,,,,7781.0,7781.0,275.8,,,,,,,,,,,,46999.0,46999.0,1666.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Czechia,2004,31351.1,31351.1,37966.0,37966.0,45567.0,45567.0,,,,,1219.9,1477.3,22064.0,22064.0,858.5,28046.0,28046.0,1091.3,,,,,,,31922.0,31922.0,1242.1,1773.0,31855.0,31855.0,1239.5,68882.0,68882.0,2680.3,,,,,,,40429.0,40429.0,1573.1,,,,,,,7964.0,7964.0,309.9,,,,,,,,,,,,47750.0,47750.0,1858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Czechia,2005,25894.9,25894.9,41232.0,41232.0,43559.0,43559.0,,,,,1080.9,1721.1,21184.0,21184.0,884.2,28333.0,28333.0,1182.6,,,,,,,32277.0,32277.0,1347.3,1818.2,30000.0,30000.0,1252.2,74668.0,74668.0,3116.7,,,,,,,41477.0,41477.0,1731.3,,,,,,,8237.0,8237.0,343.8,,,,,,,,,,,,45573.0,45573.0,1902.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Czechia,2006,25947.6,25947.6,41933.0,41933.0,48383.0,48383.0,,,,,1148.3,1855.8,19215.0,19215.0,850.4,27966.0,27966.0,1237.7,,,,,,,31446.0,31446.0,1391.7,2141.3,26692.0,26692.0,1181.3,77123.0,77123.0,3413.2,,,,,,,40761.0,40761.0,1803.9,,,,,,,7864.0,7864.0,348.0,,,,,,,,,,,,43583.0,43583.0,1928.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Czechia,2007,30326.0,30326.0,33852.0,33852.0,47572.0,47572.0,,,,,1494.4,1668.1,20975.0,20975.0,1033.6,28457.0,28457.0,1402.3,,,,,,,27504.0,27504.0,1355.3,2344.2,32140.0,32140.0,1583.7,62029.0,62029.0,3056.6,,,,,,,36680.0,36680.0,1807.5,,,,,,,8466.0,8466.0,417.2,,,,,,,,,,,,46318.0,46318.0,2282.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Czechia,2008,31739.0,31739.0,32931.0,32931.0,41492.0,41492.0,,,,,1859.2,1929.0,22819.0,22819.0,1336.7,30595.0,30595.0,1792.1,,,,,,,28888.0,28888.0,1692.2,2430.5,32207.0,32207.0,1886.6,61051.0,61051.0,3576.2,,,,,,,38274.0,38274.0,2242.0,,,,,,,8756.0,8756.0,512.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Czechia,2009,31345.8,31345.8,33264.8,33264.8,58403.0,58403.0,,,,,1644.3,1745.0,20659.0,20659.0,1083.7,28386.0,28386.0,1489.1,,,,,,,28739.0,28739.0,1507.6,3063.7,30768.0,30768.0,1614.0,61087.0,61087.0,3204.5,,,,,,,37602.0,37602.0,1972.5,,,,,,,6198.0,6198.0,325.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Czechia,2010,29599.6,29599.6,33202.4,33202.4,61140.0,61140.0,,,,,1549.9,1738.5,20375.0,20375.0,1066.8,26533.0,26533.0,1389.3,,,,,,,26210.0,26210.0,1372.4,3201.3,28522.0,28522.0,1493.4,60041.0,60041.0,3143.8,,,,,,,34246.0,34246.0,1793.1,,,,,,,7349.0,7349.0,384.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Czechia,2011,25919.8,25919.8,34824.4,34824.4,50715.0,50715.0,,,,,1464.7,1967.9,22111.0,22111.0,1249.5,27208.0,27208.0,1537.5,,,,,,,27239.1,27239.1,1539.3,2865.9,32818.0,32818.0,1854.6,62883.9,62883.9,3553.6,,,,,,,35598.3,35598.3,2011.7,,,,,,,8274.0,8274.0,467.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Czechia,2012,40220.9,40220.9,38068.4,38068.4,51747.0,51747.0,,,,,2054.4,1944.5,23084.0,23084.0,1179.1,28045.0,28045.0,1432.5,,,,,,,31792.5,31792.5,1623.9,2643.2,34704.0,34704.0,1772.6,69334.8,69334.8,3541.6,,,,,,,41728.2,41728.2,2131.4,,,,,,,7789.0,7789.0,397.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
