species,production_system,group,age_group,sex,year,ahle_component,cause,mean,sd,lower95,upper95,region,disease,disease_proportion,exchg_rate_lcuperusdol,mean_usd,lower95_usd,upper95_usd,sd_usd
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Health cost,Infectious,-376648.98413518677,52168.45803336202,-478899.1618805763,-274398.80638979725,National,PPR,0.06980042105834758,34.9271654040404,-10783.840594508014,-13711.366391764986,-7856.314797251041,1493.6356108453947
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Health cost,Infectious,52305.183810222654,7244.625371275419,38105.718082522835,66504.64953792248,National,Brucellosis,-0.009693173238925868,34.9271654040404,1497.5502078440052,1091.005171525163,1904.0952441628478,207.42093689736856
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Health cost,Infectious,-5071740.899799384,702470.7710144923,-6448583.610987789,-3694898.1886109794,National,Other Infectious,0.9398927521805783,34.9271654040404,-145209.06123153874,-184629.45779853672,-105788.66466454076,20112.447228060195
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Health cost,Non-infectious,-2698042.3500621743,373697.3018382894,-3430489.0616652216,-1965595.638459127,National,Condition A,0.5,34.9271654040404,-77247.67580910138,-98218.36447306944,-56276.987145133324,10699.330951004109
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Health cost,Non-infectious,-1888629.645043522,261588.11128680257,-2401342.3431656547,-1375916.9469213889,National,Condition B,0.35,34.9271654040404,-54073.373066370965,-68752.8551311486,-39393.89100159332,7489.531665702876
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Health cost,Non-infectious,-809412.7050186523,112109.19055148683,-1029146.7184995664,-589678.6915377381,National,Condition C,0.15,34.9271654040404,-23174.30274273041,-29465.509341920828,-16883.096143539995,3209.799285301233
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Mortality,External,4907193371.53691,805919999.83177,3327590171.866641,6486796571.207179,National,Cause A,0.5,34.9271654040404,140497899.40781286,95272265.3949382,185723533.42068753,23074303.0677932
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Mortality,External,3435035360.0758367,564143999.8822389,2329313120.3066483,4540757599.845025,National,Cause B,0.35,34.9271654040404,98348529.585469,66690585.77645673,130006473.39448127,16152012.147455236
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Mortality,External,1472158011.461073,241775999.94953096,998277051.5599923,1946038971.3621535,National,Cause C,0.15,34.9271654040404,42149369.822343856,28581679.61848146,55717060.026206255,6922290.920337959
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Mortality,Infectious,1115464265.1184661,154911218.81197146,811838276.2470021,1419090253.9899302,National,PPR,0.06980042105834758,34.9271654040404,31936867.828083992,23243749.29530033,40629986.36086766,4435264.557542685
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Mortality,Infectious,-154904342.97790456,21512496.02552382,-197068835.18793124,-112739850.76787788,National,Brucellosis,-0.009693173238925868,34.9271654040404,-4435067.6954730805,-5642279.667079258,-3227855.7238669028,615924.4753092743
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Mortality,Infectious,15020207073.31964,2085946325.0389524,10931752276.243294,19108661870.395985,National,Other Infectious,0.9398927521805783,34.9271654040404,430043689.4767902,312987101.8670957,547100277.0864847,59722748.78045639
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Mortality,Non-infectious,5256323552.4352,869624705.55991,3551859129.537776,6960787975.3326235,National,Condition A,0.5,34.9271654040404,150493848.88895518,101693312.02373767,199294385.7541727,24898233.094498735
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Mortality,Non-infectious,3679426486.7046394,608737293.891937,2486301390.676443,4872551582.732836,National,Condition B,0.35,34.9271654040404,105345694.22226863,71185318.41661637,139506070.02792087,17428763.166149113
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Mortality,Non-infectious,1576897065.7305598,260887411.667973,1065557738.8613327,2088236392.599787,National,Condition C,0.15,34.9271654040404,45148154.66668656,30507993.607121296,59788315.72625181,7469469.928349622
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Production loss,External,6596939504.96965,1205263260.283945,4234623514.813118,8959255495.126183,National,Cause A,0.5,34.9271654040404,188877036.78943586,121241545.53702356,256512528.04184815,34507903.70021036
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Production loss,External,4617857653.478755,843684282.1987615,2964236460.3691826,6271478846.588327,National,Cause B,0.35,34.9271654040404,132213925.7526051,84869081.87591648,179558769.6292937,24155532.590147253
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Production loss,External,1979081851.490895,361578978.0851835,1270387054.4439354,2687776648.5378547,National,Cause C,0.15,34.9271654040404,56663111.03683075,36372463.66110706,76953758.41255444,10352371.110063108
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Production loss,Infectious,1497451676.793819,239662418.18184364,1027713337.1574054,1967190016.4302325,National,PPR,0.06980042105834758,34.9271654040404,42873552.99152312,29424470.187280606,56322635.79576562,6861776.940940054
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Production loss,Infectious,-207950873.36148137,33281881.44244273,-273183360.9886691,-142718385.7342936,National,Brucellosis,-0.009693173238925868,34.9271654040404,-5953843.404006254,-7821515.368580899,-4086171.4394316073,952893.8594768603
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Production loss,Infectious,20163832200.70626,3227157750.680169,13838603009.373129,26489061392.03939,National,Other Infectious,0.9398927521805783,34.9271654040404,577310868.7020359,396213172.448637,758408564.9554348,92396783.80275455
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Production loss,Non-infectious,6846649328.46435,1239090669.595575,4418031616.057022,9275267040.871677,National,Condition A,0.5,34.9271654040404,196026481.08604667,126492704.60253099,265560257.56956238,35476416.573222294
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Production loss,Non-infectious,4792654529.925044,867363468.7169025,3092622131.239915,6492686928.610173,National,Condition B,0.35,34.9271654040404,137218536.76023266,88544893.22177167,185892180.29869363,24833491.601255603
All Small Ruminants,Pastoral,Adult female,Adult,Female,2020,Production loss,Non-infectious,2053994798.5393047,371727200.8786725,1325409484.8171067,2782580112.2615027,National,Condition C,0.15,34.9271654040404,58807944.325814,37947811.3807593,79668077.2708687,10642924.971966686
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Health cost,External,-2832944.467565283,392382.1669302039,-3602013.514748483,-2063875.4203820834,National,Cause A,0.5,34.9271654040404,-81110.05959955645,-103129.28269672292,-59090.83650238999,11234.297498554315
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Health cost,External,-1983061.127295698,274667.51685114275,-2521409.4603239377,-1444712.7942674584,National,Cause B,0.35,34.9271654040404,-56777.041719689514,-72190.49788770603,-41363.58555167299,7864.0082489880215
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Health cost,External,-849883.3402695849,117714.65007906118,-1080604.0544245448,-619162.626114625,National,Cause C,0.15,34.9271654040404,-24333.017879866933,-30938.78480901687,-17727.250950716996,3370.2892495662945
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Health cost,Infectious,-395481.4333419461,54776.880935030116,-502844.11997460516,-288118.74670928705,National,PPR,0.06980042105834758,34.9271654040404,-11323.032624233414,-14396.934711353237,-8249.130537113591,1568.3173913876642
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Health cost,Infectious,54920.44300073429,7606.85663983926,40011.00398664934,69829.88201481925,National,Brucellosis,-0.009693173238925957,34.9271654040404,1572.42771823622,1145.5554301014315,1999.3000063710085,217.791983742239
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Health cost,Infectious,-5325327.944789355,737594.3095652169,-6771012.79153718,-3879643.09804153,National,Other Infectious,0.9398927521805783,34.9271654040404,-152469.5142931157,-193860.9306884636,-111078.09789776785,21118.069589463204
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Health cost,Non-infectious,-2832944.467565283,392382.1669302039,-3602013.514748483,-2063875.4203820834,National,Condition A,0.5,34.9271654040404,-81110.05959955645,-103129.28269672292,-59090.83650238999,11234.297498554315
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Health cost,Non-infectious,-1983061.127295698,274667.51685114275,-2521409.4603239377,-1444712.7942674584,National,Condition B,0.35,34.9271654040404,-56777.041719689514,-72190.49788770603,-41363.58555167299,7864.0082489880215
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Health cost,Non-infectious,-849883.3402695849,117714.65007906118,-1080604.0544245448,-619162.626114625,National,Condition C,0.15,34.9271654040404,-24333.017879866933,-30938.78480901687,-17727.250950716996,3370.2892495662945
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Mortality,External,5152553040.11375,846215999.823355,3493969680.459975,6811136399.767527,National,Cause A,0.5,34.9271654040404,147522794.37820336,100035878.66468516,195009710.0917216,24228018.22118276
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Mortality,External,3606787128.079625,592351199.8763485,2445778776.3219824,4767795479.837268,National,Cause B,0.35,34.9271654040404,103265956.06474236,70025115.06527962,136506797.06420508,16959612.75482793
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Mortality,External,1545765912.034125,253864799.9470065,1048190904.1379924,2043340919.9302578,National,Cause C,0.15,34.9271654040404,44256838.313461006,30010763.599405546,58502913.02751647,7268405.466354828
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Mortality,Infectious,1171237478.3743887,162656779.75257003,852430190.0593514,1490044766.689426,National,PPR,0.06980042105834758,34.9271654040404,33533711.21948817,24405936.760065325,42661485.678911015,4657027.78541982
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Mortality,Infectious,-162649560.12680116,22588120.826800216,-206922276.94732958,-118376843.30627275,National,Brucellosis,-0.009693173238925957,34.9271654040404,-4656821.080246774,-5924393.650433271,-3389248.510060276,646720.6990747439
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Mortality,Infectious,15771217426.985611,2190243641.2908998,11478339890.055447,20064094963.915775,National,Other Infectious,0.9398927521805783,34.9271654040404,451545873.9506294,328636456.9604501,574455290.9408087,62708886.219479196
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Mortality,Non-infectious,5519139730.05695,913105940.83791,3729452086.014646,7308827374.099253,National,Condition A,0.5,34.9271654040404,158018541.33340266,106777977.62492402,209259105.0418813,26143144.749223802
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Mortality,Non-infectious,3863397811.0398645,639174158.586537,2610616460.210252,5116179161.869477,National,Condition B,0.35,34.9271654040404,110612978.93338186,74744584.3374468,146481373.5293169,18300201.324456662
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Mortality,Non-infectious,1655741919.0170848,273931782.25137305,1118835625.8043938,2192648212.229776,National,Condition C,0.15,34.9271654040404,47405562.40002079,32033393.287477203,62777731.51256439,7842943.424767142
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Production loss,External,6926786480.21815,1265526423.29814,4446354690.553796,9407218269.882504,National,Cause A,0.5,34.9271654040404,198320888.62890816,127303622.81387536,269338154.44394094,36233298.88522081
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Production loss,External,4848750536.152705,885868496.3086979,3112448283.387657,6585052788.917753,National,Cause B,0.35,34.9271654040404,138824622.0402357,89112535.96971275,188536708.11075866,25363309.219654568
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Production loss,External,2078035944.065445,379657926.989442,1333906407.1661386,2822165480.9647512,National,Cause C,0.15,34.9271654040404,59496266.588672444,38191086.844162606,80801446.33318228,10869989.665566245
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Production loss,Infectious,1572324260.633508,251645539.09093523,1079099004.015275,2065549517.251741,National,PPR,0.06980042105834758,34.9271654040404,45017230.641099215,30895693.69664462,59138767.58555381,7204865.78798704
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Production loss,Infectious,-218348417.02955717,34945975.51456511,-286842529.0381048,-149854305.02100956,National,Brucellosis,-0.009693173238925957,34.9271654040404,-6251535.574206616,-8212591.137010008,-4290480.011403224,1000538.5524507103
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Production loss,Infectious,21172023810.74155,3388515638.21417,14530533159.841778,27813514461.641323,National,Other Infectious,0.9398927521805783,34.9271654040404,606176412.137137,416023831.07106864,796328993.2032055,97016622.99289206
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Production loss,Non-infectious,7188981794.88755,1301045203.075355,4638933196.859855,9739030392.915245,National,Condition A,0.5,34.9271654040404,205827805.14034852,132817339.832657,278838270.44804,37250237.40188344
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Production loss,Non-infectious,5032287256.421285,910731642.1527485,3247253237.801898,6817321275.040671,National,Condition B,0.35,34.9271654040404,144079463.59824395,92972137.88285989,195186789.31362802,26075166.181318406
All Small Ruminants,Pastoral,Adult female,Adult,Female,2021,Production loss,Non-infectious,2156694538.466265,390313560.92260647,1391679959.0579567,2921709117.8745737,National,Condition C,0.15,34.9271654040404,61748341.542104565,39845201.94979711,83651481.13441202,11175071.22056503
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Health cost,External,-51450.400145068765,241702.09419798967,-525186.5047731285,422285.704482991,National,Cause A,0.5,23.8661044574125,-2155.7938052638056,-22005.539517783032,17693.95190725542,10127.421281897563
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Health cost,External,-36015.28010154813,169191.46593859277,-367630.5533411899,295599.9931380937,National,Cause B,0.35,23.8661044574125,-1509.0556636846636,-15403.87766244812,12385.766335078793,7089.194897328294
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Health cost,External,-15435.120043520628,72510.6282593969,-157555.95143193856,126685.7113448973,National,Cause C,0.15,23.8661044574125,-646.7381415791416,-6601.66185533491,5308.185572176626,3038.2263845692687
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Health cost,Infectious,-7182.5191874925185,33741.81589140806,-73316.47833465232,58951.439959667274,National,PPR,0.06980042105834743,23.8661044574125,-300.9506306447813,-3071.991847914718,2470.090586625155,1413.7965394234373
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Health cost,Infectious,997.4352836364138,4685.720542544574,-8186.576979750949,10181.447547023778,National,Brucellosis,-0.009693173238925844,23.8661044574125,41.79296564365046,-343.02108223649816,426.60701352379914,196.33369789803504
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Health cost,Infectious,-96715.71638628143,454348.0930471159,-987237.9787586286,793806.5459860658,National,Other Infectious,0.9398927521805784,23.8661044574125,-4052.4299455264804,-41365.694201175145,33260.83431012218,19037.37972226973
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Health cost,Non-infectious,-51450.400145068765,241702.09419798967,-525186.5047731285,422285.704482991,National,Condition A,0.5,23.8661044574125,-2155.7938052638056,-22005.539517783032,17693.95190725542,10127.421281897563
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Health cost,Non-infectious,-36015.28010154813,169191.46593859277,-367630.5533411899,295599.9931380937,National,Condition B,0.35,23.8661044574125,-1509.0556636846636,-15403.87766244812,12385.766335078793,7089.194897328294
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Health cost,Non-infectious,-15435.120043520628,72510.6282593969,-157555.95143193856,126685.7113448973,National,Condition C,0.15,23.8661044574125,-646.7381415791416,-6601.66185533491,5308.185572176626,3038.2263845692687
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Mortality,External,4274441368.73997,736198572.74005,2831492166.169472,5717390571.310469,National,Cause A,0.5,23.8661044574125,179100924.34093845,118640734.65454257,239561114.02733436,30847035.55428361
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Mortality,External,2992108958.117979,515339000.918035,1982044516.3186307,4002173399.9173274,National,Cause B,0.35,23.8661044574125,125370647.0386569,83048514.25817981,167692779.81913403,21592924.88799853
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Mortality,External,1282332410.621991,220859571.822015,849447649.8508415,1715217171.3931403,National,Cause C,0.15,23.8661044574125,53730277.30228153,35592220.39636277,71868334.20820029,9254110.666285083
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Mortality,Infectious,822483759.2193733,122733034.49038365,581927011.6182214,1063040506.8205253,National,PPR,0.06980042105834743,23.8661044574125,34462421.82870865,24382991.05983685,44541852.59758045,5142566.7188121425
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Mortality,Infectious,-114218187.27500252,17043916.747434527,-147624264.0999742,-80812110.45003085,National,Brucellosis,-0.009693173238925844,23.8661044574125,-4785790.973085591,-6185519.901808861,-3386062.04436232,714147.4126139135
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Mortality,Infectious,11075098292.46333,1652653204.974401,7835898010.713503,14314298574.213156,National,Other Infectious,0.9398927521805784,23.8661044574125,464051362.5600741,328327483.217722,599775241.9024262,69246877.21548577
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Mortality,Non-infectious,3887087904.20545,687462152.454765,2539662085.3941107,5234513723.016789,National,Condition A,0.5,23.8661044574125,162870648.25102496,106412929.262334,219328367.2397159,28804958.667699464
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Mortality,Non-infectious,2720961532.9438148,481223506.71833545,1777763459.7758772,3664159606.1117525,National,Condition B,0.35,23.8661044574125,114009453.77571745,74489050.48363379,153529857.06780112,20163471.067389622
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Mortality,Non-infectious,1166126371.261635,206238645.73642948,761898625.6182332,1570354116.905037,National,Condition C,0.15,23.8661044574125,48861194.47530749,31923878.7787002,65798510.17191477,8641487.600309838
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Production loss,External,397567580.4993395,714229073.07487,-1002321402.7274055,1797456563.7260847,National,Cause A,0.5,23.8661044574125,16658251.924136711,-41997696.12657074,75314199.97484416,29926504.1075038
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Production loss,External,278297306.3495377,499960351.15240896,-701624981.909184,1258219594.6082592,National,Cause B,0.35,23.8661044574125,11660776.346895698,-29398387.288599517,52719939.98239091,20948552.87525266
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Production loss,External,119270274.14980185,214268721.92246097,-300696420.8182216,539236969.1178253,National,Cause C,0.15,23.8661044574125,4997475.577241013,-12599308.83797122,22594259.992453244,8977951.23225114
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Production loss,Infectious,77761433.28976782,141824465.0771006,-200214518.26134938,355737384.840885,National,PPR,0.06980042105834743,23.8661044574125,3258237.3645656332,-8389074.07862138,14905548.807752645,5942505.83836072
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Production loss,Infectious,-10798717.726284448,19695140.640500773,-49401193.38166596,27803757.929097068,National,Brucellosis,-0.009693173238925844,23.8661044574125,-452470.8984473797,-2069931.1640833195,1164989.3671885603,825234.8294060918
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Production loss,Infectious,1047091212.9187766,1909727545.8614602,-2695974776.9696856,4790157202.807239,National,Other Infectious,0.9398927521805784,23.8661044574125,43873570.35109112,-112962497.99712709,200709638.69930932,80018402.21847868
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Production loss,Non-infectious,385718231.799047,686622755.224325,-960062368.44063,1731498832.038724,National,Condition A,0.5,23.8661044574125,16161759.137832314,-40227024.4879636,72550542.76362823,28769787.56418159
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Production loss,Non-infectious,270002762.2593329,480635928.6570274,-672043657.9084408,1212049182.4271066,National,Condition B,0.35,23.8661044574125,11313231.39648262,-28158917.141574517,50785379.93453976,20138851.294927113
All Small Ruminants,Pastoral,Adult male,Adult,Male,2017,Production loss,Non-infectious,115715469.5397141,205986826.5672975,-288018710.53218895,519449649.61161715,National,Condition C,0.15,23.8661044574125,4848527.741349694,-12068107.34638908,21765162.829088468,8630936.269254478
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Health cost,External,-54022.92015232146,253787.19890788916,-551445.8300117842,443399.9897071413,National,Cause A,0.5,27.4293865941667,-1969.5270970372446,-20104.198397533906,16165.144203459418,9252.38331657993
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Health cost,External,-37816.04410662502,177651.03923552242,-386012.08100824896,310379.9927949989,National,Cause B,0.35,27.4293865941667,-1378.6689679260712,-14072.938878273735,11315.600942421594,6476.668321605951
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Health cost,External,-16206.876045696437,76136.15967236675,-165433.74900353525,133019.99691214238,National,Cause C,0.15,27.4293865941667,-590.8581291111734,-6031.259519260172,4849.543261037825,2775.7149949739787
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Health cost,Infectious,-7541.645146867039,35428.90668597846,-76982.30225138481,61899.01195765073,National,PPR,0.06980042105834741,27.4293865941667,-274.9476413180487,-2806.56302637684,2256.667743740742,1291.6405025810159
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Health cost,Infectious,1047.3070478182576,4920.0065696719785,-8595.90582873882,10690.519924375336,National,Brucellosis,-0.00969317323892619,27.4293865941667,38.18193470068282,-313.3830863927113,389.74695579407694,179.36990872111946
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Health cost,Infectious,-101551.50220559414,477065.49769947183,-1036599.8776965588,833496.8732853706,National,Other Infectious,0.9398927521805788,27.4293865941667,-3702.2884874571237,-37791.580724485044,30387.003749570802,17392.496039299964
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Health cost,Non-infectious,-54022.92015232146,253787.19890788916,-551445.8300117842,443399.9897071413,National,Condition A,0.5,27.4293865941667,-1969.5270970372446,-20104.198397533906,16165.144203459418,9252.38331657993
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Health cost,Non-infectious,-37816.04410662502,177651.03923552242,-386012.08100824896,310379.9927949989,National,Condition B,0.35,27.4293865941667,-1378.6689679260712,-14072.938878273735,11315.600942421594,6476.668321605951
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Health cost,Non-infectious,-16206.876045696437,76136.15967236675,-165433.74900353525,133019.99691214238,National,Condition C,0.15,27.4293865941667,-590.8581291111734,-6031.259519260172,4849.543261037825,2775.7149949739787
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Mortality,External,4488163437.17697,773008501.377055,2973066774.4779415,6003260099.875998,National,Cause A,0.5,27.4293865941667,163626095.7483989,108389838.18581681,218862353.31098098,28181764.062541876
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Mortality,External,3141714406.0238786,541105950.9639385,2081146742.1345592,4202282069.913198,National,Cause B,0.35,27.4293865941667,114538267.02387922,75872886.73007177,153203647.31768668,19727234.84377931
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Mortality,External,1346449031.1530907,231902550.4131165,891920032.3433824,1800978029.962799,National,Cause C,0.15,27.4293865941667,49087828.72451966,32516951.455745038,65658705.993294284,8454529.218762564
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Mortality,Infectious,863607947.1803428,128869686.21490297,611023362.1991329,1116192532.1615527,National,PPR,0.06980042105834741,27.4293865941667,31484770.69348692,22276231.37329206,40693310.013681784,4698234.347038194
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Mortality,Infectious,-119929096.6387571,17896112.58480692,-155005477.30497867,-84852715.97253554,National,Brucellosis,-0.00969317323892619,27.4293865941667,-4372285.039150746,-5651073.41255466,-3093496.665746832,652443.0476550582
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Mortality,Infectious,11628853207.086514,1735285865.2231238,8227692911.249191,15030013502.923836,National,Other Infectious,0.9398927521805788,27.4293865941667,423956006.7143308,299959056.06576496,547952957.3628967,63263750.33090095
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Mortality,Non-infectious,4081442299.41572,721835260.0775,2666645189.6638203,5496239409.16762,National,Condition A,0.5,27.4293865941667,148798161.6141465,97218549.91211963,200377773.31617337,26316128.41940147
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Mortality,Non-infectious,2857009609.591004,505284682.05424994,1866651632.7646742,3847367586.4173336,National,Condition B,0.35,27.4293865941667,104158713.12990254,68052984.93848373,140264441.32132134,18421289.89358103
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Mortality,Non-infectious,1224432689.8247159,216550578.02325,799993556.8991458,1648871822.7502859,National,Condition C,0.15,27.4293865941667,44639448.484243944,29165564.97363588,60113331.99485201,7894838.525820442
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Production loss,External,417445959.524307,749940526.72861,-1052437472.8637686,1887329391.9123826,National,Cause A,0.5,27.4293865941667,15218931.640749253,-38368975.888348386,68806839.16984689,27340769.147498798
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Production loss,External,292212171.6670149,524958368.71002704,-736706231.0046382,1321130574.3386679,National,Cause B,0.35,27.4293865941667,10653252.148524478,-26858283.12184388,48164787.41889282,19138538.40324916
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Production loss,External,125233787.8572921,224982158.018583,-315731241.85913056,566198817.5737147,National,Cause C,0.15,27.4293865941667,4565679.492224776,-11510692.766504515,20642051.750954065,8202230.744249639
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Production loss,Infectious,81649504.95425598,148915688.33095607,-210225244.1744179,373524254.0829299,National,PPR,0.06980042105834741,27.4293865941667,2976716.401365682,-7664234.249377115,13617667.05210848,5429056.454460611
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Production loss,Infectious,-11338653.612599047,20679897.67252662,-51871253.05075122,29193945.825553127,National,Brucellosis,-0.00969317323892619,27.4293865941667,-413376.12759486184,-1891083.2319444749,1064330.9767547513,753932.1960967415
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Production loss,Infectious,1099445773.564713,2005213923.1545403,-2830773515.818186,5029665062.947612,National,Other Infectious,0.9398927521805788,27.4293865941667,40082769.25151975,-103202217.3044218,183367755.8074613,73104584.9775212
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Production loss,Non-infectious,405004143.389,720953892.985545,-1008065486.8626683,1818073773.6406682,National,Condition A,0.5,27.4293865941667,14765337.241450766,-36751295.30884404,66281969.79174557,26283996.199130002
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Production loss,Non-infectious,283502900.37229997,504667725.0898815,-705645840.8038678,1272651641.5484676,National,Condition B,0.35,27.4293865941667,10335736.069015536,-25725906.71619083,46397378.854221895,18398797.339391
All Small Ruminants,Pastoral,Adult male,Adult,Male,2018,Production loss,Non-infectious,121501243.0167,216286167.8956635,-302419646.05880046,545422132.0922004,National,Condition C,0.15,27.4293865941667,4429601.17243523,-11025388.592653211,19884590.93752367,7885198.859739001
All Small Ruminants,Pastoral,Adult male,Adult,Male,2019,Health cost,External,-56724.066159938775,266476.5588532836,-579018.1215123746,465569.98919249704,National,Cause A,0.5,29.06975,-1951.3090466873218,-19918.235330966887,16015.617237592242,9166.79912463243
All Small Ruminants,Pastoral,Adult male,Adult,Male,2019,Health cost,External,-39706.84631195714,186533.5911972985,-405312.6850586622,325898.99243474787,National,Cause B,0.35,29.06975,-1365.9163326811251,-13942.76473167682,11210.932066314566,6416.7593872427005
All Small Ruminants,Pastoral,Adult male,Adult,Male,2019,Health cost,External,-17017.219847981632,79942.96765598506,-173705.43645371238,139670.9967577491,National,Cause C,0.15,29.06975,-585.3927140061966,-5975.470599290065,4804.6851712776715,2750.0397373897285
