Expert,AHLE,Production system,Age class,Cause,min,avg,max
E,Production loss,Pastoral,Neonate,External,5.000,15.000,20.000
E,Production loss,Pastoral,Juvenile,Infectious,50.000,60.000,70.000
E,Production loss,Pastoral,Juvenile,Non-infectious,5.000,10.000,15.000
E,Production loss,Pastoral,Juvenile,External,20.000,30.000,40.000
E,Production loss,Pastoral,Adult female,Infectious,30.000,50.000,60.000
E,Production loss,Pastoral,Adult female,Non-infectious,10.000,15.000,20.000
E,Production loss,Pastoral,Adult female,External,20.000,35.000,50.000
E,Production loss,Pastoral,Adult male,Infectious,30.000,50.000,60.000
E,Production loss,Pastoral,Adult male,Non-infectious,10.000,15.000,20.000
E,Production loss,Pastoral,Adult male,External,20.000,35.000,50.000
F,Production loss,Pastoral,Neonate,Infectious,30.000,60.000,90.000
F,Production loss,Pastoral,Neonate,Non-infectious,20.000,30.000,40.000
F,Production loss,Pastoral,Neonate,External,5.000,10.000,15.000
F,Production loss,Pastoral,Juvenile,Infectious,30.000,50.000,60.000
F,Production loss,Pastoral,Juvenile,Non-infectious,20.000,40.000,50.000
F,Production loss,Pastoral,Juvenile,External,5.000,10.000,20.000
F,Production loss,Pastoral,Adult female,Infectious,40.000,50.000,60.000
F,Production loss,Pastoral,Adult female,Non-infectious,20.000,40.000,50.000
F,Production loss,Pastoral,Adult female,External,5.000,10.000,15.000
F,Production loss,Pastoral,Adult male,Infectious,40.000,50.000,60.000
F,Production loss,Pastoral,Adult male,Non-infectious,20.000,35.000,40.000
F,Production loss,Pastoral,Adult male,External,15.000,25.000,30.000
G,Production loss,Pastoral,Neonate,Infectious,50.000,70.000,80.000
G,Production loss,Pastoral,Neonate,Non-infectious,5.000,20.000,30.000
G,Production loss,Pastoral,Neonate,External,5.000,10.000,15.000
G,Production loss,Pastoral,Juvenile,Infectious,55.000,60.000,75.000
G,Production loss,Pastoral,Juvenile,Non-infectious,20.000,25.000,40.000
G,Production loss,Pastoral,Juvenile,External,10.000,15.000,25.000
G,Production loss,Pastoral,Adult female,Infectious,30.000,50.000,65.000
G,Production loss,Pastoral,Adult female,Non-infectious,10.000,30.000,45.000
G,Production loss,Pastoral,Adult female,External,10.000,20.000,35.000
G,Production loss,Pastoral,Adult male,Infectious,30.000,45.000,60.000
G,Production loss,Pastoral,Adult male,Non-infectious,15.000,30.000,40.000
G,Production loss,Pastoral,Adult male,External,15.000,25.000,35.000
H,Production loss,Pastoral,Neonate,Infectious,20.000,40.000,60.000
H,Production loss,Pastoral,Neonate,Non-infectious,15.000,30.000,50.000
H,Production loss,Pastoral,Neonate,External,15.000,30.000,45.000
H,Production loss,Pastoral,Juvenile,Infectious,20.000,40.000,50.000
H,Production loss,Pastoral,Juvenile,Non-infectious,10.000,25.000,35.000
H,Production loss,Pastoral,Juvenile,External,15.000,35.000,40.000
H,Production loss,Pastoral,Adult female,Infectious,20.000,35.000,50.000
H,Production loss,Pastoral,Adult female,Non-infectious,15.000,35.000,45.000
H,Production loss,Pastoral,Adult female,External,10.000,30.000,40.000
H,Production loss,Pastoral,Adult male,Infectious,15.000,35.000,50.000
H,Production loss,Pastoral,Adult male,Non-infectious,15.000,35.000,45.000
H,Production loss,Pastoral,Adult male,External,10.000,30.000,40.000
I,Production loss,Pastoral,Neonate,Infectious,25.000,35.000,40.000
I,Production loss,Pastoral,Neonate,Non-infectious,15.000,30.000,35.000
I,Production loss,Pastoral,Neonate,External,15.000,35.000,36.000
I,Production loss,Pastoral,Juvenile,Infectious,25.000,40.000,45.000
I,Production loss,Pastoral,Juvenile,Non-infectious,15.000,30.000,35.000
I,Production loss,Pastoral,Juvenile,External,20.000,30.000,40.000
I,Production loss,Pastoral,Adult female,Infectious,30.000,45.000,50.000
I,Production loss,Pastoral,Adult female,Non-infectious,15.000,20.000,30.000
I,Production loss,Pastoral,Adult female,External,25.000,35.000,40.000
I,Production loss,Pastoral,Adult male,Infectious,25.000,40.000,45.000
I,Production loss,Pastoral,Adult male,Non-infectious,10.000,25.000,30.000
I,Production loss,Pastoral,Adult male,External,20.000,30.000,35.000
