Commodity,Attribute,Country,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Unit Description
"Meat, Chicken",Total Use,Chile,571,636,643,655,659,710,758,771,811,811,817,790,(1000 MT)
"Meat, Chicken",Total Use,China,"12,987","13,596","14,118","13,754","13,416","13,829","12,878","11,911","12,042","14,380","15,599","15,485",(1000 MT)
"Meat, Chicken",Total Use,Colombia,"1,146","1,155","1,196","1,373","1,461","1,530","1,613","1,699","1,781","1,871","1,779","1,740",(1000 MT)
"Meat, Chicken",Total Use,Congo (Brazzaville),90,84,101,89,101,106,108,115,121,123,131,127,(1000 MT)
"Meat, Chicken",Total Use,Congo (Kinshasa),71,79,81,75,93,94,96,104,132,140,209,210,(1000 MT)
"Meat, Chicken",Total Use,Cuba,206,164,225,209,213,252,258,305,304,312,285,368,(1000 MT)
"Meat, Chicken",Total Use,Dominican Republic,302,315,291,313,341,352,367,372,399,407,399,395,(1000 MT)
"Meat, Chicken",Total Use,Egypt,870,869,943,"1,042","1,120","1,107","1,134","1,525","1,388","1,393","1,418","1,400",(1000 MT)
"Meat, Chicken",Total Use,European Union,"9,889","10,224","10,387","10,721","11,162","11,620","10,821","11,069","11,351","11,596","11,683","11,465",(1000 MT)
"Meat, Chicken",Total Use,Gabon,48,60,59,62,66,73,66,69,71,71,76,69,(1000 MT)
"Meat, Chicken",Total Use,Ghana,130,179,204,223,192,187,238,268,281,318,354,399,(1000 MT)
"Meat, Chicken",Total Use,Guatemala,254,265,261,275,302,339,354,357,355,366,357,382,(1000 MT)
"Meat, Chicken",Total Use,Haiti,51,69,66,63,62,76,93,85,94,90,109,113,(1000 MT)
"Meat, Chicken",Total Use,Hong Kong,304,419,309,281,306,318,350,298,221,300,300,252,(1000 MT)
"Meat, Chicken",Total Use,India,"2,650","2,900","3,160","3,450","3,725","3,264",0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Total Use,Iraq,611,731,756,839,837,774,750,778,748,729,723,650,(1000 MT)
"Meat, Chicken",Total Use,Japan,"2,310","2,329","2,451","2,440","2,468","2,516","2,593","2,695","2,768","2,796","2,765","2,826",(1000 MT)
"Meat, Chicken",Total Use,Jordan,217,217,234,239,269,261,279,266,276,241,249,275,(1000 MT)
"Meat, Chicken",Total Use,Kazakhstan,231,262,327,311,293,307,343,357,342,400,423,390,(1000 MT)
"Meat, Chicken",Total Use,"Korea, South",755,810,824,846,914,989,"1,017",994,"1,073","1,120","1,122","1,100",(1000 MT)
"Meat, Chicken",Total Use,Kuwait,158,144,127,178,169,178,184,189,204,199,190,173,(1000 MT)
"Meat, Chicken",Total Use,Malaysia,"1,147","1,189","1,269","1,344","1,465","1,567","1,748","1,665","1,659","1,721","1,660","1,695",(1000 MT)
"Meat, Chicken",Total Use,Mexico,"3,371","3,484","3,574","3,589","3,747","3,965","4,066","4,204","4,305","4,475","4,567","4,745",(1000 MT)
"Meat, Chicken",Total Use,North Macedonia,36,37,42,43,42,44,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Total Use,Oman,87,135,161,157,154,209,207,234,248,254,240,240,(1000 MT)
"Meat, Chicken",Total Use,Peru,"1,040","1,124","1,232","1,277","1,339","1,356","1,444","1,512","1,640","1,818","1,791","1,835",(1000 MT)
"Meat, Chicken",Total Use,Philippines,"1,163","1,235","1,288","1,345","1,409","1,484","1,533","1,610","1,701","1,816","1,640","1,750",(1000 MT)
"Meat, Chicken",Total Use,Qatar,74,84,95,100,106,124,143,154,145,153,151,126,(1000 MT)
"Meat, Chicken",Total Use,Russia,"3,406","3,485","4,001","4,153","4,387","4,498","4,553","4,910","4,916","4,885","4,904","4,835",(1000 MT)
"Meat, Chicken",Total Use,Saudi Arabia,"1,066","1,195","1,225","1,338","1,263","1,420","1,478","1,361","1,339","1,401","1,518","1,510",(1000 MT)
"Meat, Chicken",Ending Stocks,Angola,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Argentina,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Australia,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Belarus,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Benin,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Canada,37,33,36,39,35,44,43,46,54,58,60,60,(1000 MT)
"Meat, Chicken",Ending Stocks,Chile,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,China,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Congo (Brazzaville),0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Congo (Kinshasa),0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Cuba,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Dominican Republic,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,European Union,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Ghana,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Haiti,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,India,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Japan,109,147,129,102,118,137,146,168,159,162,151,140,(1000 MT)
"Meat, Chicken",Ending Stocks,Jordan,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,"Korea, South",9,15,17,8,27,35,45,35,40,50,60,70,(1000 MT)
"Meat, Chicken",Ending Stocks,Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,North Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Oman,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Peru,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Philippines,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Ending Stocks,Russia,0,47,53,46,61,35,30,25,13,20,25,20,(1000 MT)
"Meat, Chicken",Ending Stocks,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Total Distribution,Angola,247,297,315,339,397,246,230,294,344,294,243,286,(1000 MT)
"Meat, Chicken",Total Distribution,Argentina,"1,712","1,809","2,049","2,090","2,111","2,086","2,127","2,156","2,079","2,176","2,221","2,300",(1000 MT)
"Meat, Chicken",Total Distribution,Australia,939,"1,018","1,054","1,076","1,114","1,149","1,237","1,230","1,223","1,234","1,269","1,301",(1000 MT)
"Meat, Chicken",Total Distribution,Azerbaijan,94,111,136,133,137,114,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Total Distribution,Belarus,267,309,363,388,433,453,466,497,499,514,542,510,(1000 MT)
"Meat, Chicken",Total Distribution,Benin,108,116,136,126,165,137,108,95,89,82,63,80,(1000 MT)
"Meat, Chicken",Total Distribution,Brazil,"12,231","13,062","12,652","12,313","12,949","13,551","13,526","13,615","13,358","13,695","13,885","14,505",(1000 MT)
"Meat, Chicken",Total Distribution,Canada,"1,268","1,280","1,311","1,336","1,376","1,424","1,469","1,454","1,517","1,557","1,551","1,605",(1000 MT)
"Meat, Chicken",Total Distribution,Chile,571,636,643,655,659,710,758,771,811,811,817,790,(1000 MT)
"Meat, Chicken",Total Distribution,China,"12,987","13,596","14,118","13,754","13,416","13,829","12,878","11,911","12,042","14,380","15,599","15,485",(1000 MT)
"Meat, Chicken",Total Distribution,Colombia,"1,146","1,155","1,196","1,373","1,461","1,530","1,613","1,699","1,781","1,871","1,779","1,740",(1000 MT)
"Meat, Chicken",Total Distribution,Congo (Brazzaville),90,84,101,89,101,106,108,115,121,123,131,127,(1000 MT)
"Meat, Chicken",Total Distribution,Congo (Kinshasa),71,79,81,75,93,94,96,104,132,140,209,210,(1000 MT)
"Meat, Chicken",Total Distribution,Cuba,206,164,225,209,213,252,258,305,304,312,285,368,(1000 MT)
"Meat, Chicken",Total Distribution,Dominican Republic,302,315,291,313,341,352,367,372,399,407,399,395,(1000 MT)
"Meat, Chicken",Total Distribution,Egypt,870,869,943,"1,042","1,120","1,107","1,134","1,525","1,388","1,393","1,418","1,400",(1000 MT)
"Meat, Chicken",Total Distribution,European Union,"9,889","10,224","10,387","10,721","11,162","11,620","10,821","11,069","11,351","11,596","11,683","11,465",(1000 MT)
"Meat, Chicken",Total Distribution,Gabon,48,60,59,62,66,73,66,69,71,71,76,69,(1000 MT)
"Meat, Chicken",Total Distribution,Ghana,130,179,204,223,192,187,238,268,281,318,354,399,(1000 MT)
"Meat, Chicken",Total Distribution,Guatemala,254,265,261,275,302,339,354,357,355,366,357,382,(1000 MT)
"Meat, Chicken",Total Distribution,Haiti,51,69,66,63,62,76,93,85,94,90,109,113,(1000 MT)
"Meat, Chicken",Total Distribution,Hong Kong,304,419,309,281,306,318,350,298,221,300,300,252,(1000 MT)
"Meat, Chicken",Total Distribution,India,"2,650","2,900","3,160","3,450","3,725","3,264",0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Total Distribution,Iraq,611,731,756,839,837,774,750,778,748,729,723,650,(1000 MT)
"Meat, Chicken",Total Distribution,Japan,"2,419","2,476","2,580","2,542","2,586","2,653","2,739","2,863","2,927","2,958","2,916","2,966",(1000 MT)
"Meat, Chicken",Total Distribution,Jordan,217,217,234,239,269,261,279,266,276,241,249,275,(1000 MT)
"Meat, Chicken",Total Distribution,Kazakhstan,231,262,327,311,293,307,343,357,342,400,423,390,(1000 MT)
"Meat, Chicken",Total Distribution,"Korea, South",764,825,841,854,941,"1,024","1,062","1,029","1,113","1,170","1,182","1,170",(1000 MT)
"Meat, Chicken",Total Distribution,Kuwait,158,144,127,178,169,178,184,189,204,199,190,173,(1000 MT)
"Meat, Chicken",Total Distribution,Malaysia,"1,147","1,189","1,269","1,344","1,465","1,567","1,748","1,665","1,659","1,721","1,660","1,695",(1000 MT)
"Meat, Chicken",Total Distribution,Mexico,"3,371","3,484","3,574","3,589","3,747","3,965","4,066","4,204","4,305","4,475","4,567","4,745",(1000 MT)
"Meat, Chicken",Total Distribution,North Macedonia,36,37,42,43,42,44,0,0,0,0,0,0,(1000 MT)
"Meat, Chicken",Total Distribution,Oman,87,135,161,157,154,209,207,234,248,254,240,240,(1000 MT)
"Meat, Chicken",Total Distribution,Peru,"1,040","1,124","1,232","1,277","1,339","1,356","1,444","1,512","1,640","1,818","1,791","1,835",(1000 MT)
"Meat, Chicken",Total Distribution,Philippines,"1,163","1,235","1,288","1,345","1,409","1,484","1,533","1,610","1,701","1,816","1,640","1,750",(1000 MT)
"Meat, Chicken",Total Distribution,Qatar,74,84,95,100,106,124,143,154,145,153,151,126,(1000 MT)
"Meat, Chicken",Total Distribution,Russia,"3,406","3,532","4,054","4,199","4,448","4,533","4,583","4,935","4,929","4,905","4,929","4,855",(1000 MT)
"Meat, Chicken",Total Distribution,Saudi Arabia,"1,066","1,195","1,225","1,338","1,263","1,420","1,478","1,361","1,339","1,401","1,518","1,510",(1000 MT)
